Rooms,Type,Price,Year,Distance,Landsize,CouncilArea,Yearly Incidents Recorded
3,h,1045000.0,2017,8.8,513.0,Darebin City Council,12872.0
3,h,1121000.0,2017,8.8,604.0,Darebin City Council,12872.0
3,u,715000.0,2017,8.8,210.0,Darebin City Council,12872.0
4,h,1200000.0,2017,8.8,466.0,Darebin City Council,12872.0
3,h,917500.0,2017,8.8,472.0,Darebin City Council,12872.0
4,h,770000.0,2017,8.8,494.0,Darebin City Council,12872.0
3,h,800000.0,2017,8.8,319.0,Darebin City Council,12872.0
4,h,1075000.0,2017,8.8,521.0,Darebin City Council,12872.0
3,h,1015000.0,2017,8.8,511.0,Darebin City Council,12872.0
2,h,825000.0,2017,8.8,,Darebin City Council,12872.0
2,u,532500.0,2017,8.8,,Darebin City Council,12872.0
3,t,880000.0,2017,8.8,242.0,Darebin City Council,12872.0
3,h,1020000.0,2017,8.8,670.0,Darebin City Council,12872.0
3,h,1120000.0,2017,8.8,,Darebin City Council,12872.0
3,h,1000000.0,2017,8.8,624.0,Darebin City Council,12872.0
3,h,1010000.0,2017,8.8,533.0,Darebin City Council,12872.0
3,h,860000.0,2017,8.8,,Darebin City Council,12872.0
4,h,1110000.0,2017,8.8,556.0,Darebin City Council,12872.0
2,h,800000.0,2017,8.8,405.0,Darebin City Council,12872.0
3,h,910000.0,2017,8.8,674.0,Darebin City Council,12872.0
3,h,1215000.0,2017,8.8,690.0,Darebin City Council,12872.0
2,h,2300000.0,2017,8.8,465.0,Darebin City Council,12872.0
2,h,1108000.0,2017,8.8,258.0,Darebin City Council,12872.0
2,t,610000.0,2017,8.8,,Darebin City Council,12872.0
3,h,801000.0,2017,8.8,620.0,Darebin City Council,12872.0
3,t,655000.0,2017,8.8,,Darebin City Council,12872.0
3,h,1010000.0,2017,8.8,486.0,Darebin City Council,12872.0
3,h,690000.0,2017,8.8,581.0,Darebin City Council,12872.0
2,h,620000.0,2017,8.8,,Darebin City Council,12872.0
2,h,630000.0,2017,8.8,319.0,Darebin City Council,12872.0
3,h,1100000.0,2017,8.8,637.0,Darebin City Council,12872.0
3,h,1055000.0,2017,8.8,575.0,Darebin City Council,12872.0
2,u,560000.0,2017,8.8,196.0,Darebin City Council,12872.0
1,u,385000.0,2017,8.8,896.0,Darebin City Council,12872.0
3,h,1550000.0,2017,3.7,,Yarra City Council,11076.0
4,h,741000.0,2017,11.2,659.0,Darebin City Council,12872.0
3,h,725000.0,2017,11.2,547.0,Darebin City Council,12872.0
3,u,615000.0,2017,11.2,320.0,Darebin City Council,12872.0
2,u,406000.0,2017,11.2,0.0,Darebin City Council,12872.0
3,h,825000.0,2017,11.2,,Darebin City Council,12872.0
3,h,1010000.0,2017,11.2,649.0,Darebin City Council,12872.0
2,h,852000.0,2017,11.2,705.0,Darebin City Council,12872.0
3,h,595000.0,2017,11.2,490.0,Darebin City Council,12872.0
2,u,511000.0,2017,11.2,,Darebin City Council,12872.0
3,t,663500.0,2017,11.2,,Darebin City Council,12872.0
3,h,665000.0,2017,11.2,874.0,Darebin City Council,12872.0
3,u,631000.0,2017,11.2,267.0,Darebin City Council,12872.0
3,t,668000.0,2017,11.2,,Darebin City Council,12872.0
4,h,905000.0,2017,11.2,696.0,Darebin City Council,12872.0
5,h,845000.0,2017,11.2,676.0,Darebin City Council,12872.0
3,t,815000.0,2017,11.2,213.0,Darebin City Council,12872.0
4,h,770000.0,2017,11.2,697.0,Darebin City Council,12872.0
2,h,935000.0,2017,11.2,537.0,Darebin City Council,12872.0
3,h,610000.0,2017,11.2,435.0,Darebin City Council,12872.0
2,h,980000.0,2017,11.2,,Darebin City Council,12872.0
4,h,678500.0,2017,11.2,606.0,Darebin City Council,12872.0
2,h,861500.0,2017,11.2,419.0,Darebin City Council,12872.0
3,h,801000.0,2017,11.2,551.0,Darebin City Council,12872.0
4,h,1150000.0,2017,11.2,928.0,Darebin City Council,12872.0
3,h,760000.0,2017,11.2,567.0,Darebin City Council,12872.0
2,u,490000.0,2017,11.2,143.0,Darebin City Council,12872.0
3,h,605000.0,2017,11.2,371.0,Darebin City Council,12872.0
3,h,810000.0,2017,11.2,,Darebin City Council,12872.0
2,t,652000.0,2017,11.2,254.0,Darebin City Council,12872.0
2,t,515000.0,2017,11.2,,Darebin City Council,12872.0
2,t,615000.0,2017,11.2,202.0,Darebin City Council,12872.0
1,u,407000.0,2017,11.2,108.0,Darebin City Council,12872.0
1,h,315000.0,2017,11.2,,Darebin City Council,12872.0
5,h,871000.0,2017,11.2,,Darebin City Council,12872.0
4,h,930000.0,2017,11.2,635.0,Darebin City Council,12872.0
3,t,741000.0,2017,11.2,257.0,Darebin City Council,12872.0
2,h,375000.0,2017,11.2,101.0,Darebin City Council,12872.0
4,h,1005000.0,2017,11.2,768.0,Darebin City Council,12872.0
2,h,748500.0,2017,11.2,,Darebin City Council,12872.0
4,h,800000.0,2017,11.2,605.0,Darebin City Council,12872.0
3,u,640000.0,2017,11.2,,Darebin City Council,12872.0
3,t,730000.0,2017,11.2,,Darebin City Council,12872.0
2,u,395000.0,2017,11.2,166.0,Darebin City Council,12872.0
2,t,550000.0,2017,11.2,,Darebin City Council,12872.0
5,h,1075000.0,2017,11.2,,Darebin City Council,12872.0
3,h,643500.0,2017,11.2,,Darebin City Council,12872.0
2,h,1025000.0,2017,11.2,715.0,Darebin City Council,12872.0
2,u,505000.0,2017,11.2,110.0,Darebin City Council,12872.0
2,h,950000.0,2017,2.6,150.0,Yarra City Council,11076.0
2,h,1110000.0,2017,2.6,166.0,Yarra City Council,11076.0
2,t,950000.0,2017,2.6,113.0,Yarra City Council,11076.0
2,u,1226000.0,2017,2.6,826.0,Yarra City Council,11076.0
1,u,500000.0,2017,2.6,2044.0,Yarra City Council,11076.0
3,h,1214000.0,2017,2.6,176.0,Yarra City Council,11076.0
3,h,1510000.0,2017,2.6,,Yarra City Council,11076.0
1,u,370000.0,2017,2.6,3512.0,Yarra City Council,11076.0
3,u,790000.0,2017,2.6,0.0,Yarra City Council,11076.0
3,h,1400000.0,2017,2.6,848.0,Yarra City Council,11076.0
1,u,485000.0,2017,2.6,,Yarra City Council,11076.0
2,u,500000.0,2017,2.6,0.0,Yarra City Council,11076.0
2,t,1090000.0,2017,2.6,0.0,Yarra City Council,11076.0
3,h,1785000.0,2017,2.6,240.0,Yarra City Council,11076.0
2,u,560000.0,2017,2.6,7455.0,Yarra City Council,11076.0
2,u,690000.0,2017,2.6,760.0,Yarra City Council,11076.0
2,h,1050000.0,2017,2.6,134.0,Yarra City Council,11076.0
3,h,2060000.0,2017,2.6,181.0,Yarra City Council,11076.0
2,u,490000.0,2017,2.6,,Yarra City Council,11076.0
1,u,310000.0,2017,2.6,,Yarra City Council,11076.0
2,h,860000.0,2017,2.6,111.0,Yarra City Council,11076.0
3,t,1052000.0,2017,2.6,0.0,Yarra City Council,11076.0
3,h,3000000.0,2017,2.6,230.0,Yarra City Council,11076.0
2,u,685000.0,2017,2.6,,Yarra City Council,11076.0
3,h,1330000.0,2017,2.6,154.0,Yarra City Council,11076.0
2,u,440000.0,2017,2.6,,Yarra City Council,11076.0
2,u,630000.0,2017,2.6,3512.0,Yarra City Council,11076.0
2,h,1210000.0,2017,2.6,178.0,Yarra City Council,11076.0
1,h,911000.0,2017,2.6,126.0,Yarra City Council,11076.0
3,h,1590000.0,2017,2.6,318.0,Yarra City Council,11076.0
3,u,888500.0,2017,11.4,,Banyule City Council,7391.0
4,h,1380000.0,2017,11.4,607.0,Banyule City Council,7391.0
3,t,810000.0,2017,11.4,,Banyule City Council,7391.0
4,h,1150000.0,2017,11.4,672.0,Banyule City Council,7391.0
4,h,1160000.0,2017,11.4,613.0,Banyule City Council,7391.0
2,u,615000.0,2017,11.4,190.0,Banyule City Council,7391.0
3,h,940000.0,2017,11.4,581.0,Banyule City Council,7391.0
3,t,800000.0,2017,11.4,,Banyule City Council,7391.0
2,h,842000.0,2017,6.6,,Maribyrnong City Council,7189.0
2,h,665000.0,2017,6.6,269.0,Maribyrnong City Council,7189.0
3,h,950000.0,2017,6.6,220.0,Maribyrnong City Council,7189.0
2,u,495000.0,2017,6.6,,Maribyrnong City Council,7189.0
2,h,1085000.0,2017,6.6,249.0,Maribyrnong City Council,7189.0
3,h,847000.0,2017,6.6,205.0,Maribyrnong City Council,7189.0
2,h,785000.0,2017,6.6,116.0,Maribyrnong City Council,7189.0
3,h,2240000.0,2017,2.1,197.0,Port Phillip City Council,10310.0
3,h,2050000.0,2017,2.1,230.0,Port Phillip City Council,10310.0
1,u,460000.0,2017,2.1,0.0,Port Phillip City Council,10310.0
2,u,650000.0,2017,2.1,438.0,Port Phillip City Council,10310.0
2,t,1100000.0,2017,2.1,327.0,Port Phillip City Council,10310.0
3,h,1820000.0,2017,2.1,204.0,Port Phillip City Council,10310.0
1,u,580000.0,2017,2.1,,Port Phillip City Council,10310.0
3,h,1780000.0,2017,2.1,202.0,Port Phillip City Council,10310.0
2,h,1024000.0,2017,2.1,102.0,Port Phillip City Council,10310.0
3,u,680000.0,2017,2.1,0.0,Port Phillip City Council,10310.0
3,h,1732000.0,2017,2.1,,Port Phillip City Council,10310.0
2,h,1150000.0,2017,2.1,91.0,Port Phillip City Council,10310.0
3,u,710000.0,2017,2.1,0.0,Port Phillip City Council,10310.0
3,u,1150000.0,2017,2.1,,Port Phillip City Council,10310.0
3,u,1320000.0,2017,3.3,15.0,Melbourne City Council,27509.0
1,u,537000.0,2017,3.3,0.0,Melbourne City Council,27509.0
2,u,800000.0,2017,3.3,0.0,Melbourne City Council,27509.0
1,u,410000.0,2017,3.3,0.0,Melbourne City Council,27509.0
2,u,499000.0,2017,3.3,0.0,Melbourne City Council,27509.0
2,h,1214000.0,2017,3.3,161.0,Melbourne City Council,27509.0
2,u,485000.0,2017,3.3,5467.0,Melbourne City Council,27509.0
3,u,920000.0,2017,3.3,0.0,Melbourne City Council,27509.0
2,u,615000.0,2017,3.3,0.0,Melbourne City Council,27509.0
2,u,642000.0,2017,3.3,595.0,Melbourne City Council,27509.0
1,u,440000.0,2017,3.3,,Melbourne City Council,27509.0
3,t,3475000.0,2017,3.3,296.0,Melbourne City Council,27509.0
2,h,1710000.0,2017,3.3,208.0,Melbourne City Council,27509.0
2,u,851000.0,2017,3.3,284.0,Melbourne City Council,27509.0
3,t,2030000.0,2017,3.3,201.0,Melbourne City Council,27509.0
2,t,1040000.0,2017,3.3,,Melbourne City Council,27509.0
2,h,1405000.0,2017,3.3,219.0,Melbourne City Council,27509.0
2,u,850000.0,2017,3.3,17200.0,Melbourne City Council,27509.0
2,u,792500.0,2017,3.3,0.0,Melbourne City Council,27509.0
2,t,880000.0,2017,3.3,,Melbourne City Council,27509.0
1,u,390500.0,2017,3.3,775.0,Melbourne City Council,27509.0
3,u,2050000.0,2017,3.3,3197.0,Melbourne City Council,27509.0
2,u,595000.0,2017,3.3,0.0,Melbourne City Council,27509.0
1,u,346000.0,2017,6.1,678.0,Port Phillip City Council,10310.0
3,u,786000.0,2017,6.1,,Port Phillip City Council,10310.0
1,u,520000.0,2017,6.1,2422.0,Port Phillip City Council,10310.0
1,u,320000.0,2017,6.1,1036.0,Port Phillip City Council,10310.0
2,u,610500.0,2017,6.1,2920.0,Port Phillip City Council,10310.0
1,u,350000.0,2017,6.1,1236.0,Port Phillip City Council,10310.0
2,h,1120000.0,2017,6.1,135.0,Port Phillip City Council,10310.0
3,h,1450000.0,2017,6.1,,Port Phillip City Council,10310.0
2,h,1050000.0,2017,6.1,,Port Phillip City Council,10310.0
2,t,1077000.0,2017,6.1,455.0,Port Phillip City Council,10310.0
2,h,1301000.0,2017,6.1,165.0,Port Phillip City Council,10310.0
2,h,1440000.0,2017,6.1,194.0,Port Phillip City Council,10310.0
1,u,410000.0,2017,6.1,,Port Phillip City Council,10310.0
2,u,680000.0,2017,6.1,0.0,Port Phillip City Council,10310.0
3,h,1361000.0,2017,6.1,246.0,Port Phillip City Council,10310.0
3,u,1000000.0,2017,6.1,0.0,Port Phillip City Council,10310.0
2,u,480000.0,2017,6.1,,Port Phillip City Council,10310.0
1,u,500000.0,2017,6.1,,Port Phillip City Council,10310.0
2,u,902000.0,2017,6.1,18.0,Port Phillip City Council,10310.0
3,u,1190000.0,2017,6.1,460.0,Port Phillip City Council,10310.0
2,h,920000.0,2017,6.1,190.0,Port Phillip City Council,10310.0
2,u,482000.0,2017,6.1,0.0,Port Phillip City Council,10310.0
4,h,2260000.0,2017,6.1,297.0,Port Phillip City Council,10310.0
4,h,810000.0,2017,9.7,543.0,Moonee Valley City Council,7585.0
3,h,750000.0,2017,9.7,,Moonee Valley City Council,7585.0
3,h,1021000.0,2017,9.7,371.0,Moonee Valley City Council,7585.0
3,t,925000.0,2017,9.7,555.0,Moonee Valley City Council,7585.0
5,h,910000.0,2017,9.7,533.0,Moonee Valley City Council,7585.0
4,h,1225000.0,2017,9.7,,Moonee Valley City Council,7585.0
3,h,900000.0,2017,9.7,531.0,Moonee Valley City Council,7585.0
3,h,1350000.0,2017,9.7,,Moonee Valley City Council,7585.0
3,h,995000.0,2017,9.7,653.0,Moonee Valley City Council,7585.0
3,h,860000.0,2017,9.7,,Moonee Valley City Council,7585.0
5,h,1150000.0,2017,9.7,702.0,Moonee Valley City Council,7585.0
3,h,940000.0,2017,12.6,572.0,Brimbank City Council,14744.0
4,h,726000.0,2017,12.6,567.0,Brimbank City Council,14744.0
3,h,950000.0,2017,12.6,725.0,Brimbank City Council,14744.0
4,h,760000.0,2017,12.6,650.0,Brimbank City Council,14744.0
4,h,990000.0,2017,12.6,654.0,Brimbank City Council,14744.0
3,h,651500.0,2017,12.6,555.0,Brimbank City Council,14744.0
3,h,600000.0,2017,12.6,,Brimbank City Council,14744.0
4,h,891000.0,2017,12.6,,Brimbank City Council,14744.0
2,h,596000.0,2017,12.6,,Brimbank City Council,14744.0
4,h,970000.0,2017,12.6,615.0,Brimbank City Council,14744.0
3,h,841000.0,2017,12.6,557.0,Brimbank City Council,14744.0
3,h,710000.0,2017,12.6,483.0,Brimbank City Council,14744.0
3,h,840000.0,2017,12.6,462.0,Brimbank City Council,14744.0
3,h,660000.0,2017,12.6,660.0,Brimbank City Council,14744.0
3,h,692000.0,2017,12.6,485.0,Brimbank City Council,14744.0
3,h,830000.0,2017,13.3,608.0,Brimbank City Council,14744.0
3,h,600000.0,2017,13.3,465.0,Brimbank City Council,14744.0
3,h,660000.0,2017,13.3,,Brimbank City Council,14744.0
4,h,630000.0,2017,13.3,,Brimbank City Council,14744.0
3,h,718000.0,2017,13.3,551.0,Brimbank City Council,14744.0
3,u,412500.0,2017,13.3,,Brimbank City Council,14744.0
4,h,775000.0,2017,13.3,665.0,Brimbank City Council,14744.0
3,h,571000.0,2017,13.3,,Brimbank City Council,14744.0
3,h,490000.0,2017,13.3,546.0,Brimbank City Council,14744.0
3,h,716000.0,2017,13.5,534.0,Brimbank City Council,14744.0
3,h,660000.0,2017,13.5,,Brimbank City Council,14744.0
3,h,511000.0,2017,13.5,519.0,Brimbank City Council,14744.0
4,h,515000.0,2017,13.5,332.0,Brimbank City Council,14744.0
3,h,530000.0,2017,13.5,573.0,Brimbank City Council,14744.0
4,h,685000.0,2017,13.5,572.0,Brimbank City Council,14744.0
3,h,475000.0,2017,13.5,,Brimbank City Council,14744.0
3,h,700000.0,2017,13.5,701.0,Brimbank City Council,14744.0
3,t,521000.0,2017,13.5,134.0,Brimbank City Council,14744.0
3,h,571000.0,2017,13.5,757.0,Brimbank City Council,14744.0
2,u,270000.0,2017,13.5,,Brimbank City Council,14744.0
3,h,710000.0,2017,13.5,990.0,Brimbank City Council,14744.0
2,u,682000.0,2017,11.2,119.0,Boroondara City Council,6793.0
3,h,1100000.0,2017,11.2,,Boroondara City Council,6793.0
2,u,825000.0,2017,11.2,180.0,Boroondara City Council,6793.0
3,h,1525000.0,2017,11.2,347.0,Boroondara City Council,6793.0
2,h,1260000.0,2017,11.2,269.0,Boroondara City Council,6793.0
4,h,2360000.0,2017,11.2,764.0,Boroondara City Council,6793.0
2,h,1250000.0,2017,11.2,323.0,Boroondara City Council,6793.0
4,h,1490000.0,2017,11.2,605.0,Boroondara City Council,6793.0
3,h,1100000.0,2017,11.2,,Boroondara City Council,6793.0
4,h,1600000.0,2017,11.2,600.0,Boroondara City Council,6793.0
3,h,1652000.0,2017,11.2,368.0,Boroondara City Council,6793.0
2,u,925000.0,2017,11.2,,Boroondara City Council,6793.0
4,h,2370000.0,2017,11.2,773.0,Boroondara City Council,6793.0
3,t,940000.0,2017,13.8,281.0,Manningham City Council,3898.0
3,h,1503500.0,2017,13.8,907.0,Manningham City Council,3898.0
3,t,950000.0,2017,13.8,306.0,Manningham City Council,3898.0
3,h,1370000.0,2017,13.8,743.0,Manningham City Council,3898.0
4,h,1181000.0,2017,13.8,805.0,Manningham City Council,3898.0
3,h,1385000.0,2017,13.8,745.0,Manningham City Council,3898.0
3,h,1230000.0,2017,13.8,,Manningham City Council,3898.0
3,h,1340000.0,2017,13.8,,Manningham City Council,3898.0
3,h,1180000.0,2017,13.8,655.0,Manningham City Council,3898.0
4,h,1647000.0,2017,13.8,,Manningham City Council,3898.0
4,h,1550000.0,2017,13.8,,Manningham City Council,3898.0
4,h,1302000.0,2017,13.8,650.0,Manningham City Council,3898.0
5,h,1775000.0,2017,13.8,501.0,Manningham City Council,3898.0
4,h,1611000.0,2017,13.8,,Manningham City Council,3898.0
3,t,975000.0,2017,13.8,,Manningham City Council,3898.0
3,u,750000.0,2017,6.5,,Darebin City Council,12872.0
3,h,765000.0,2017,6.5,,Darebin City Council,12872.0
3,h,1750000.0,2017,6.5,712.0,Darebin City Council,12872.0
3,h,1345000.0,2017,6.5,584.0,Darebin City Council,12872.0
3,h,1080000.0,2017,6.5,408.0,Darebin City Council,12872.0
3,h,1195000.0,2017,6.5,463.0,Darebin City Council,12872.0
2,u,716000.0,2017,6.5,0.0,Darebin City Council,12872.0
3,t,865000.0,2017,6.5,194.0,Darebin City Council,12872.0
2,u,462000.0,2017,6.5,0.0,Darebin City Council,12872.0
3,h,1100000.0,2017,6.5,359.0,Darebin City Council,12872.0
4,h,1635000.0,2017,6.5,464.0,Darebin City Council,12872.0
3,t,998000.0,2017,6.5,0.0,Darebin City Council,12872.0
2,u,600000.0,2017,6.5,0.0,Darebin City Council,12872.0
3,h,1346000.0,2017,6.5,349.0,Darebin City Council,12872.0
3,h,1130000.0,2017,6.5,381.0,Darebin City Council,12872.0
3,h,1275000.0,2017,6.5,517.0,Darebin City Council,12872.0
3,h,1200000.0,2017,6.5,447.0,Darebin City Council,12872.0
2,h,915000.0,2017,6.5,502.0,Darebin City Council,12872.0
1,u,300000.0,2017,6.5,948.0,Darebin City Council,12872.0
2,t,1050000.0,2017,6.5,,Darebin City Council,12872.0
3,u,880000.0,2017,6.5,242.0,Darebin City Council,12872.0
2,t,960000.0,2017,6.5,158.0,Darebin City Council,12872.0
2,u,421000.0,2017,6.5,,Darebin City Council,12872.0
2,h,1260000.0,2017,6.5,317.0,Darebin City Council,12872.0
2,h,1100000.0,2017,6.5,330.0,Darebin City Council,12872.0
3,h,810000.0,2017,13.8,667.0,Banyule City Council,7391.0
4,h,1140000.0,2017,13.8,863.0,Banyule City Council,7391.0
4,h,1003000.0,2017,13.8,619.0,Banyule City Council,7391.0
4,h,1155000.0,2017,13.8,780.0,Banyule City Council,7391.0
4,h,1193000.0,2017,14.9,,Banyule City Council,7391.0
3,h,880000.0,2017,14.9,555.0,Banyule City Council,7391.0
5,h,826000.0,2017,14.9,545.0,Banyule City Council,7391.0
4,h,952000.0,2017,14.9,729.0,Banyule City Council,7391.0
3,h,677500.0,2017,14.9,245.0,Banyule City Council,7391.0
4,h,761000.0,2017,14.9,696.0,Banyule City Council,7391.0
3,h,715000.0,2017,14.9,312.0,Banyule City Council,7391.0
4,h,932500.0,2017,14.9,585.0,Banyule City Council,7391.0
3,h,895000.0,2017,14.9,775.0,Banyule City Council,7391.0
4,h,1435000.0,2017,8.2,523.0,Maribyrnong City Council,7189.0
2,h,470000.0,2017,8.2,0.0,Maribyrnong City Council,7189.0
2,h,502000.0,2017,8.2,2701.0,Maribyrnong City Council,7189.0
3,u,580000.0,2017,8.2,183.0,Maribyrnong City Council,7189.0
1,u,375000.0,2017,8.2,60.0,Maribyrnong City Council,7189.0
2,h,650000.0,2017,8.2,452.0,Maribyrnong City Council,7189.0
3,t,815000.0,2017,8.2,203.0,Maribyrnong City Council,7189.0
4,h,970000.0,2017,8.2,528.0,Maribyrnong City Council,7189.0
4,h,1325000.0,2017,8.2,525.0,Maribyrnong City Council,7189.0
3,h,890000.0,2017,8.2,334.0,Maribyrnong City Council,7189.0
3,h,900000.0,2017,8.2,218.0,Maribyrnong City Council,7189.0
2,u,266000.0,2017,8.2,1059.0,Maribyrnong City Council,7189.0
3,h,830000.0,2017,8.2,370.0,Maribyrnong City Council,7189.0
2,h,888000.0,2017,8.2,401.0,Maribyrnong City Council,7189.0
3,h,1040000.0,2017,8.2,330.0,Maribyrnong City Council,7189.0
2,u,490000.0,2017,8.2,117.0,Maribyrnong City Council,7189.0
3,h,935000.0,2017,8.2,325.0,Maribyrnong City Council,7189.0
3,h,975000.0,2017,8.2,318.0,Maribyrnong City Council,7189.0
1,u,185000.0,2017,8.2,0.0,Maribyrnong City Council,7189.0
4,h,2165000.0,2017,8.0,450.0,Hobsons Bay City Council,5306.0
3,h,1245000.0,2017,8.0,292.0,Hobsons Bay City Council,5306.0
4,h,2075000.0,2017,8.0,324.0,Hobsons Bay City Council,5306.0
2,u,543000.0,2017,8.0,0.0,Hobsons Bay City Council,5306.0
3,h,1150000.0,2017,8.0,308.0,Hobsons Bay City Council,5306.0
3,h,1290000.0,2017,8.0,273.0,Hobsons Bay City Council,5306.0
2,h,1000000.0,2017,8.0,447.0,Hobsons Bay City Council,5306.0
5,h,2040000.0,2017,8.0,531.0,Hobsons Bay City Council,5306.0
4,h,1412000.0,2017,8.0,551.0,Hobsons Bay City Council,5306.0
2,u,465000.0,2017,8.0,0.0,Hobsons Bay City Council,5306.0
3,h,1810000.0,2017,8.0,,Hobsons Bay City Council,5306.0
2,h,855000.0,2017,8.0,160.0,Hobsons Bay City Council,5306.0
2,u,550000.0,2017,8.0,0.0,Hobsons Bay City Council,5306.0
2,u,490000.0,2017,8.0,0.0,Hobsons Bay City Council,5306.0
4,h,1200000.0,2017,8.0,183.0,Hobsons Bay City Council,5306.0
3,h,1330000.0,2017,8.0,184.0,Hobsons Bay City Council,5306.0
4,h,1500000.0,2017,8.0,450.0,Hobsons Bay City Council,5306.0
4,h,1630000.0,2017,8.0,260.0,Hobsons Bay City Council,5306.0
3,h,935000.0,2017,7.0,212.0,Maribyrnong City Council,7189.0
3,h,990000.0,2017,7.0,340.0,Maribyrnong City Council,7189.0
2,h,950000.0,2017,7.0,94.0,Maribyrnong City Council,7189.0
2,h,1196000.0,2017,7.0,451.0,Maribyrnong City Council,7189.0
2,h,470000.0,2017,7.0,79.0,Maribyrnong City Council,7189.0
3,h,1131500.0,2017,7.0,248.0,Maribyrnong City Council,7189.0
4,h,2035000.0,2017,7.0,607.0,Maribyrnong City Council,7189.0
3,h,935000.0,2017,7.0,198.0,Maribyrnong City Council,7189.0
3,h,892000.0,2017,7.0,449.0,Maribyrnong City Council,7189.0
4,h,985500.0,2017,7.0,445.0,Maribyrnong City Council,7189.0
2,u,650000.0,2017,7.0,0.0,Maribyrnong City Council,7189.0
3,t,1070000.0,2017,7.0,257.0,Maribyrnong City Council,7189.0
2,u,397000.0,2017,7.0,0.0,Maribyrnong City Council,7189.0
2,h,1035000.0,2017,7.0,469.0,Maribyrnong City Council,7189.0
3,h,1370000.0,2017,7.0,389.0,Maribyrnong City Council,7189.0
2,h,650000.0,2017,7.0,304.0,Maribyrnong City Council,7189.0
2,h,820000.0,2017,7.0,211.0,Maribyrnong City Council,7189.0
3,h,750000.0,2017,7.0,390.0,Maribyrnong City Council,7189.0
2,u,497600.0,2017,7.0,0.0,Maribyrnong City Council,7189.0
3,h,970000.0,2017,7.0,354.0,Maribyrnong City Council,7189.0
2,h,1256000.0,2017,7.0,531.0,Maribyrnong City Council,7189.0
3,t,1120000.0,2017,7.0,152.0,Maribyrnong City Council,7189.0
4,t,930000.0,2017,7.0,,Maribyrnong City Council,7189.0
3,h,1425000.0,2017,7.0,305.0,Maribyrnong City Council,7189.0
3,h,872500.0,2017,7.0,189.0,Maribyrnong City Council,7189.0
4,h,1455000.0,2017,7.0,328.0,Maribyrnong City Council,7189.0
1,u,331000.0,2017,7.0,0.0,Maribyrnong City Council,7189.0
3,h,950000.0,2017,7.0,287.0,Maribyrnong City Council,7189.0
3,h,1800000.0,2017,2.5,,Yarra City Council,11076.0
3,h,1000000.0,2017,2.5,198.0,Yarra City Council,11076.0
2,h,1271000.0,2017,2.5,,Yarra City Council,11076.0
2,h,745000.0,2017,2.5,,Yarra City Council,11076.0
2,u,870000.0,2017,2.5,0.0,Yarra City Council,11076.0
3,t,1270000.0,2017,2.5,,Yarra City Council,11076.0
2,h,1050000.0,2017,2.5,129.0,Yarra City Council,11076.0
2,h,1242000.0,2017,2.5,249.0,Yarra City Council,11076.0
3,h,1165000.0,2017,2.5,92.0,Yarra City Council,11076.0
3,h,872500.0,2017,13.5,594.0,Moonee Valley City Council,7585.0
3,h,720000.0,2017,13.5,305.0,Moonee Valley City Council,7585.0
3,h,866000.0,2017,13.5,,Moonee Valley City Council,7585.0
3,h,905000.0,2017,13.5,,Moonee Valley City Council,7585.0
3,h,985000.0,2017,13.5,841.0,Moonee Valley City Council,7585.0
3,h,510000.0,2017,13.5,488.0,Moonee Valley City Council,7585.0
2,u,480000.0,2017,13.5,128.0,Moonee Valley City Council,7585.0
3,t,723000.0,2017,13.5,,Moonee Valley City Council,7585.0
3,h,800000.0,2017,13.9,689.0,Brimbank City Council,14744.0
2,u,420000.0,2017,13.9,192.0,Brimbank City Council,14744.0
3,h,700000.0,2017,13.9,697.0,Brimbank City Council,14744.0
3,u,580000.0,2017,13.9,250.0,Brimbank City Council,14744.0
1,u,200000.0,2017,13.9,1175.0,Brimbank City Council,14744.0
3,h,621000.0,2017,13.9,547.0,Brimbank City Council,14744.0
3,u,600000.0,2017,13.9,181.0,Brimbank City Council,14744.0
3,h,840000.0,2017,13.8,577.0,Hobsons Bay City Council,5306.0
4,h,925000.0,2017,13.8,,Hobsons Bay City Council,5306.0
5,h,1480000.0,2017,13.8,725.0,Hobsons Bay City Council,5306.0
5,h,1850000.0,2017,13.8,,Hobsons Bay City Council,5306.0
2,t,600000.0,2017,13.8,190.0,Hobsons Bay City Council,5306.0
2,t,597500.0,2017,13.8,178.0,Hobsons Bay City Council,5306.0
3,h,1165000.0,2017,13.8,700.0,Hobsons Bay City Council,5306.0
4,h,1295000.0,2017,13.8,725.0,Hobsons Bay City Council,5306.0
2,h,1450000.0,2017,11.0,627.0,Boroondara City Council,6793.0
2,u,925000.0,2017,11.0,257.0,Boroondara City Council,6793.0
4,h,2220000.0,2017,11.0,480.0,Boroondara City Council,6793.0
3,h,1510000.0,2017,11.0,,Boroondara City Council,6793.0
3,h,1912500.0,2017,11.0,869.0,Boroondara City Council,6793.0
4,h,2085000.0,2017,11.0,705.0,Boroondara City Council,6793.0
3,h,1380000.0,2017,9.7,548.0,Boroondara City Council,6793.0
3,u,830000.0,2017,9.7,,Boroondara City Council,6793.0
2,u,850000.0,2017,9.7,,Boroondara City Council,6793.0
3,h,1135000.0,2017,9.7,,Boroondara City Council,6793.0
3,h,2000000.0,2017,9.7,,Boroondara City Council,6793.0
2,u,825000.0,2017,9.7,288.0,Boroondara City Council,6793.0
3,u,1300000.0,2017,9.7,,Boroondara City Council,6793.0
