,Rooms,Type,Price,Year,Distance,Car,CouncilArea,Propertycount,Yearly Incidents Recorded
7925,4,h,1050000.0,2017,13.0,2.0,Merri-bek,8870.0,11641
7926,3,h,621000.0,2017,13.0,1.0,Merri-bek,8870.0,11641
7927,3,h,705000.0,2017,13.0,2.0,Merri-bek,8870.0,11641
7928,3,u,590000.0,2017,13.0,2.0,Merri-bek,8870.0,11641
7929,3,t,680000.0,2017,13.0,2.0,Merri-bek,8870.0,11641
7930,3,h,935000.0,2017,13.0,2.0,Merri-bek,8870.0,11641
7931,3,t,720000.0,2017,13.0,3.0,Merri-bek,8870.0,11641
7932,3,h,725000.0,2017,12.1,2.0,Merri-bek,2606.0,11641
7933,3,h,740000.0,2017,12.1,4.0,Merri-bek,2606.0,11641
7934,4,h,880000.0,2017,12.1,2.0,Merri-bek,2606.0,11641
7935,3,t,630000.0,2017,12.1,1.0,Merri-bek,2606.0,11641
7936,3,h,1615000.0,2017,13.7,2.0,Bayside,5454.0,4052
7937,3,h,2513000.0,2017,13.7,1.0,Bayside,5454.0,4052
7938,4,t,1910000.0,2017,13.7,2.0,Bayside,5454.0,4052
7939,3,h,1620000.0,2017,13.7,2.0,Bayside,5454.0,4052
7940,2,h,1789000.0,2017,13.7,2.0,Bayside,5454.0,4052
7941,2,t,837000.0,2017,13.7,1.0,Bayside,5454.0,4052
7942,4,h,2500000.0,2017,13.7,2.0,Bayside,5454.0,4052
7943,2,u,665000.0,2017,13.7,1.0,Bayside,5454.0,4052
7944,3,h,1560000.0,2017,13.7,1.0,Bayside,5454.0,4052
7945,2,u,860000.0,2017,13.7,1.0,Bayside,5454.0,4052
7946,3,h,1475000.0,2017,13.7,2.0,Bayside,5454.0,4052
7947,2,h,840000.0,2017,13.7,2.0,Bayside,5454.0,4052
7948,3,h,1700000.0,2017,4.6,2.0,Boroondara,11308.0,6793
7949,1,u,440000.0,2017,4.6,1.0,Boroondara,11308.0,6793
7950,2,u,580000.0,2017,4.6,1.0,Boroondara,11308.0,6793
7951,1,u,535000.0,2017,4.6,1.0,Boroondara,11308.0,6793
7952,2,u,635000.0,2017,4.6,1.0,Boroondara,11308.0,6793
7953,1,u,317500.0,2017,4.6,0.0,Boroondara,11308.0,6793
7954,1,u,160000.0,2017,4.6,0.0,Boroondara,11308.0,6793
7955,1,u,360000.0,2017,4.6,1.0,Boroondara,11308.0,6793
7956,1,h,300000.0,2017,4.6,1.0,Boroondara,11308.0,6793
7957,2,h,1800000.0,2017,4.6,0.0,Boroondara,11308.0,6793
7958,1,u,275000.0,2017,4.6,0.0,Boroondara,11308.0,6793
7959,3,t,1300000.0,2017,4.6,1.0,Boroondara,11308.0,6793
7960,3,h,1525000.0,2017,4.6,0.0,Boroondara,11308.0,6793
7961,2,h,1620000.0,2017,4.6,1.0,Boroondara,11308.0,6793
7962,3,h,1985000.0,2017,4.6,1.0,Boroondara,11308.0,6793
7963,3,h,1750000.0,2017,4.6,4.0,Boroondara,11308.0,6793
7964,4,h,2100000.0,2017,4.6,2.0,Boroondara,11308.0,6793
7965,2,u,560000.0,2017,4.6,0.0,Boroondara,11308.0,6793
7966,5,h,3750000.0,2017,7.5,4.0,Boroondara,6482.0,6793
7967,3,u,780000.0,2017,7.5,1.0,Boroondara,6482.0,6793
7968,2,u,500000.0,2017,7.5,1.0,Boroondara,6482.0,6793
7969,3,t,1264000.0,2017,7.5,2.0,Boroondara,6482.0,6793
7970,2,u,1462000.0,2017,7.5,3.0,Boroondara,6482.0,6793
7971,1,u,440000.0,2017,7.5,1.0,Boroondara,6482.0,6793
7972,3,h,1575000.0,2017,7.5,0.0,Boroondara,6482.0,6793
7973,2,h,1320000.0,2017,7.5,3.0,Boroondara,6482.0,6793
7974,4,h,3600000.0,2017,7.5,2.0,Boroondara,6482.0,6793
7975,4,h,2425000.0,2017,7.5,2.0,Boroondara,6482.0,6793
7976,3,h,1890000.0,2017,7.5,2.0,Boroondara,6482.0,6793
7977,1,u,400500.0,2017,7.5,1.0,Boroondara,6482.0,6793
7978,3,h,1405000.0,2017,7.5,2.0,Boroondara,6482.0,6793
7979,3,h,2102000.0,2017,7.5,1.0,Boroondara,6482.0,6793
7980,2,u,435000.0,2017,7.5,1.0,Boroondara,6482.0,6793
7981,1,u,375000.0,2017,7.5,1.0,Boroondara,6482.0,6793
7982,2,u,555000.0,2017,7.5,2.0,Boroondara,6482.0,6793
7983,2,u,532000.0,2017,7.5,1.0,Boroondara,6482.0,6793
7984,4,h,1450000.0,2017,10.6,2.0,Banyule,2890.0,7391
7985,3,h,1340000.0,2017,10.6,0.0,Banyule,2890.0,7391
7986,2,t,630000.0,2017,10.6,1.0,Banyule,2890.0,7391
7987,3,h,1271000.0,2017,10.6,2.0,Banyule,2890.0,7391
7988,4,u,610000.0,2017,10.6,2.0,Banyule,2890.0,7391
7989,2,h,910000.0,2017,10.5,2.0,Banyule,2947.0,7391
7990,2,h,665000.0,2017,10.5,1.0,Banyule,2947.0,7391
7991,3,t,575000.0,2017,10.5,2.0,Banyule,2947.0,7391
7992,4,h,706000.0,2017,10.5,2.0,Banyule,2947.0,7391
7993,2,h,780000.0,2017,10.5,1.0,Banyule,2947.0,7391
7994,3,t,601000.0,2017,10.5,2.0,Banyule,2947.0,7391
7995,3,h,805000.0,2017,10.5,0.0,Banyule,2947.0,7391
7996,2,h,690000.0,2017,10.5,0.0,Banyule,2947.0,7391
7997,2,h,682000.0,2017,10.5,0.0,Banyule,2947.0,7391
7998,3,h,657000.0,2017,10.5,1.0,Banyule,2947.0,7391
7999,3,u,630000.0,2017,10.5,1.0,Banyule,2947.0,7391
8000,3,h,880000.0,2017,9.4,2.0,Banyule,2674.0,7391
8001,3,h,687000.0,2017,9.4,2.0,Banyule,2674.0,7391
8002,2,h,650000.0,2017,9.4,2.0,Banyule,2674.0,7391
8003,3,h,855000.0,2017,9.4,2.0,Banyule,2674.0,7391
8004,2,h,613000.0,2017,9.4,0.0,Banyule,2674.0,7391
8005,3,h,640000.0,2017,9.4,2.0,Banyule,2674.0,7391
8006,1,h,442000.0,2017,9.4,0.0,Banyule,2674.0,7391
8007,3,h,810000.0,2017,9.4,0.0,Banyule,2674.0,7391
8008,3,h,950000.0,2017,9.4,3.0,Banyule,2674.0,7391
8009,4,h,725000.0,2017,9.4,2.0,Banyule,2674.0,7391
8010,3,t,998000.0,2017,13.0,2.0,Monash,3145.0,8739
8011,4,t,1340000.0,2017,13.0,2.0,Monash,3145.0,8739
8012,4,h,2190000.0,2017,13.0,4.0,Monash,3145.0,8739
8013,2,h,980000.0,2017,13.0,1.0,Monash,3145.0,8739
8014,2,h,720000.0,2017,13.0,2.0,Monash,3145.0,8739
8015,3,h,990000.0,2017,7.9,2.0,Banyule,5549.0,7391
8016,4,h,1410000.0,2017,7.9,1.0,Banyule,5549.0,7391
8017,3,h,970000.0,2017,7.9,4.0,Banyule,5549.0,7391
8018,4,h,1650000.0,2017,7.9,1.0,Banyule,5549.0,7391
8019,4,h,3020000.0,2017,7.9,1.0,Banyule,5549.0,7391
8020,5,h,1689000.0,2017,7.9,2.0,Banyule,5549.0,7391
8021,2,h,690000.0,2017,7.9,1.0,Banyule,5549.0,7391
8022,3,h,1851000.0,2017,7.9,2.0,Banyule,5549.0,7391
8023,3,u,1110000.0,2017,7.9,1.0,Banyule,5549.0,7391
8024,3,t,1060000.0,2017,7.9,0.0,Banyule,5549.0,7391
8025,2,h,2100000.0,2017,9.0,2.0,Banyule,1554.0,7391
8026,5,h,2325000.0,2017,9.0,2.0,Banyule,1554.0,7391
8027,3,h,2400000.0,2017,9.0,2.0,Banyule,1554.0,7391
8028,3,h,1740000.0,2017,9.0,2.0,Banyule,1554.0,7391
8029,4,h,646000.0,2017,15.0,2.0,Brimbank,1202.0,14744
8030,3,h,570000.0,2017,15.0,2.0,Brimbank,1202.0,14744
8031,3,h,843000.0,2017,12.8,4.0,Brimbank,5629.0,14744
8032,3,h,835000.0,2017,12.8,2.0,Brimbank,5629.0,14744
8033,3,h,635000.0,2017,12.8,1.0,Brimbank,5629.0,14744
8034,2,u,490000.0,2017,12.8,2.0,Brimbank,5629.0,14744
8035,3,h,745000.0,2017,12.8,1.0,Brimbank,5629.0,14744
8036,3,h,941000.0,2017,12.8,1.0,Brimbank,5629.0,14744
8037,3,h,738000.0,2017,12.8,4.0,Brimbank,5629.0,14744
8038,3,h,912000.0,2017,12.8,3.0,Brimbank,5629.0,14744
8039,3,t,745000.0,2017,12.8,1.0,Brimbank,5629.0,14744
8040,2,t,570000.0,2017,12.8,2.0,Brimbank,5629.0,14744
8041,4,h,885000.0,2017,12.8,2.0,Brimbank,5629.0,14744
8042,5,h,3800000.0,2017,5.6,3.0,Boroondara,10331.0,6793
8043,2,u,700000.0,2017,5.6,1.0,Boroondara,10331.0,6793
8044,3,t,752000.0,2017,5.6,2.0,Boroondara,10331.0,6793
8045,3,t,690000.0,2017,5.6,2.0,Boroondara,10331.0,6793
8046,1,u,468000.0,2017,5.6,1.0,Boroondara,10331.0,6793
8047,4,h,2600000.0,2017,5.6,0.0,Boroondara,10331.0,6793
8048,5,h,4515000.0,2017,5.6,2.0,Boroondara,10331.0,6793
8049,5,h,3160000.0,2017,5.6,2.0,Boroondara,10331.0,6793
8050,2,u,820000.0,2017,5.6,1.0,Boroondara,10331.0,6793
8051,4,h,2150000.0,2017,5.6,2.0,Boroondara,10331.0,6793
8052,3,h,1965000.0,2017,5.6,2.0,Boroondara,10331.0,6793
8053,5,h,2425000.0,2017,5.6,1.0,Boroondara,10331.0,6793
8054,2,u,643000.0,2017,5.6,1.0,Boroondara,10331.0,6793
8055,3,t,835000.0,2017,5.6,2.0,Boroondara,10331.0,6793
8056,2,u,736000.0,2017,5.6,1.0,Boroondara,10331.0,6793
8057,2,u,590000.0,2017,7.5,1.0,Boroondara,2671.0,6793
8058,3,h,1402000.0,2017,7.5,2.0,Boroondara,2671.0,6793
8059,3,t,1205000.0,2017,7.5,2.0,Boroondara,2671.0,6793
8060,3,h,1190000.0,2017,7.8,1.0,Maribyrnong,1808.0,7189
8061,4,h,1205000.0,2017,7.8,1.0,Maribyrnong,1808.0,7189
8062,3,h,860000.0,2017,7.8,3.0,Maribyrnong,1808.0,7189
8063,3,h,760000.0,2017,9.2,2.0,Maribyrnong,3873.0,7189
8064,3,h,873000.0,2017,9.2,2.0,Maribyrnong,3873.0,7189
8065,2,h,640000.0,2017,9.2,2.0,Maribyrnong,3873.0,7189
8066,3,t,680000.0,2017,9.2,2.0,Maribyrnong,3873.0,7189
8067,3,h,725000.0,2017,9.2,2.0,Maribyrnong,3873.0,7189
8068,2,h,472500.0,2017,9.2,0.0,Maribyrnong,3873.0,7189
8069,3,t,675000.0,2017,9.2,2.0,Maribyrnong,3873.0,7189
8070,2,u,405000.0,2017,9.2,1.0,Maribyrnong,3873.0,7189
8071,4,t,838000.0,2017,9.2,2.0,Maribyrnong,3873.0,7189
8072,3,h,930000.0,2017,9.2,2.0,Maribyrnong,3873.0,7189
8073,1,u,365000.0,2017,7.4,1.0,Stonnington,4675.0,8842
8074,2,t,1000000.0,2017,7.4,1.0,Stonnington,4675.0,8842
8075,1,u,456000.0,2017,7.4,1.0,Stonnington,4675.0,8842
8076,3,h,2250000.0,2017,7.4,2.0,Stonnington,4675.0,8842
8077,3,h,2000000.0,2017,7.4,2.0,Stonnington,4675.0,8842
8078,3,h,2250000.0,2017,11.2,2.0,Stonnington,8801.0,8842
8079,4,h,3200000.0,2017,11.2,2.0,Stonnington,8801.0,8842
8080,3,h,1380000.0,2017,11.2,2.0,Stonnington,8801.0,8842
8081,1,u,267500.0,2017,11.2,1.0,Stonnington,8801.0,8842
8082,4,h,1290000.0,2017,11.2,2.0,Stonnington,8801.0,8842
8083,3,h,2020000.0,2017,11.2,2.0,Stonnington,8801.0,8842
8084,2,u,1211000.0,2017,11.2,1.0,Stonnington,8801.0,8842
8085,4,h,1380000.0,2017,11.2,2.0,Stonnington,8801.0,8842
8086,4,h,1715157.0,2017,11.2,2.0,Stonnington,8801.0,8842
8087,4,t,1510000.0,2017,11.2,2.0,Stonnington,8801.0,8842
8088,3,h,1220000.0,2017,11.2,2.0,Stonnington,8801.0,8842
8089,4,h,1465000.0,2017,11.2,2.0,Stonnington,8801.0,8842
8090,2,t,431000.0,2017,8.7,1.0,Maribyrnong,4918.0,7189
8091,5,h,1620000.0,2017,8.7,2.0,Maribyrnong,4918.0,7189
8092,4,h,1190000.0,2017,8.7,2.0,Maribyrnong,4918.0,7189
8093,1,u,432000.0,2017,2.8,1.0,Melbourne,17496.0,27509
8094,4,u,1850000.0,2017,2.8,1.0,Melbourne,17496.0,27509
8095,1,u,333000.0,2017,2.8,0.0,Melbourne,17496.0,27509
8096,2,u,452000.0,2017,2.8,0.0,Melbourne,17496.0,27509
8097,3,u,895000.0,2017,2.8,3.0,Melbourne,17496.0,27509
8098,1,u,275000.0,2017,2.8,0.0,Melbourne,17496.0,27509
8099,2,u,683000.0,2017,2.8,1.0,Melbourne,17496.0,27509
8100,2,u,640000.0,2017,2.8,1.0,Melbourne,17496.0,27509
8101,3,u,1175000.0,2017,2.8,2.0,Melbourne,17496.0,27509
8102,4,h,1865000.0,2017,11.8,2.0,Boroondara,2079.0,6793
8103,4,h,2100000.0,2017,11.8,5.0,Boroondara,2079.0,6793
8104,2,u,442500.0,2017,11.8,1.0,Boroondara,2079.0,6793
8105,3,h,1587000.0,2017,11.8,2.0,Boroondara,2079.0,6793
8106,4,h,2365000.0,2017,11.8,2.0,Boroondara,2079.0,6793
8107,1,u,296000.0,2017,6.9,1.0,Moonee Valley,6232.0,7585
8108,4,h,1531000.0,2017,6.9,3.0,Moonee Valley,6232.0,7585
8109,2,u,439000.0,2017,6.9,1.0,Moonee Valley,6232.0,7585
8110,2,h,1040000.0,2017,6.9,2.0,Moonee Valley,6232.0,7585
8111,3,h,1670000.0,2017,6.9,2.0,Moonee Valley,6232.0,7585
8112,4,h,1940000.0,2017,6.9,3.0,Moonee Valley,6232.0,7585
8113,2,u,560000.0,2017,6.9,1.0,Moonee Valley,6232.0,7585
8114,2,h,940000.0,2017,6.9,2.0,Moonee Valley,6232.0,7585
8115,4,h,1515000.0,2017,6.9,3.0,Moonee Valley,6232.0,7585
8116,3,h,1100000.0,2017,6.9,1.0,Moonee Valley,6232.0,7585
8117,2,h,1350000.0,2017,6.9,1.0,Moonee Valley,6232.0,7585
8118,5,h,2300000.0,2017,6.9,2.0,Moonee Valley,6232.0,7585
8119,2,h,1302500.0,2017,6.9,2.0,Moonee Valley,6232.0,7585
8120,3,h,1420200.0,2017,6.9,2.0,Moonee Valley,6232.0,7585
8121,2,h,970000.0,2017,6.9,2.0,Moonee Valley,6232.0,7585
8122,3,h,1070000.0,2017,6.9,2.0,Moonee Valley,6232.0,7585
8123,2,u,542000.0,2017,6.9,1.0,Moonee Valley,6232.0,7585
8124,3,h,1240000.0,2017,6.9,2.0,Moonee Valley,6232.0,7585
8125,4,h,955000.0,2017,6.9,3.0,Moonee Valley,6232.0,7585
8126,3,t,1410000.0,2017,6.9,2.0,Moonee Valley,6232.0,7585
8127,4,h,1656000.0,2017,12.1,2.0,Glen Eira,4442.0,5707
8128,2,h,707000.0,2017,12.1,1.0,Glen Eira,4442.0,5707
8129,2,u,770000.0,2017,12.1,3.0,Glen Eira,4442.0,5707
8130,2,u,582000.0,2017,12.1,2.0,Glen Eira,4442.0,5707
8131,2,u,490000.0,2017,12.1,1.0,Glen Eira,4442.0,5707
8132,3,h,1255000.0,2017,12.1,2.0,Glen Eira,4442.0,5707
8133,2,u,420500.0,2017,12.1,1.0,Glen Eira,4442.0,5707
8134,1,u,261000.0,2017,12.1,1.0,Glen Eira,4442.0,5707
8135,2,u,535000.0,2017,12.1,1.0,Glen Eira,4442.0,5707
8136,2,u,586000.0,2017,12.1,1.0,Glen Eira,4442.0,5707
8137,2,u,926000.0,2017,12.1,2.0,Glen Eira,4442.0,5707
8138,4,h,1230000.0,2017,8.4,1.0,Hobsons Bay,5498.0,5306
8139,4,h,1560000.0,2017,8.4,3.0,Hobsons Bay,5498.0,5306
8140,3,h,2000000.0,2017,8.4,2.0,Hobsons Bay,5498.0,5306
8141,2,h,820000.0,2017,8.4,1.0,Hobsons Bay,5498.0,5306
8142,3,h,1530000.0,2017,8.4,2.0,Hobsons Bay,5498.0,5306
8143,3,h,1400000.0,2017,8.4,4.0,Hobsons Bay,5498.0,5306
8144,3,h,1200000.0,2017,8.4,0.0,Hobsons Bay,5498.0,5306
8145,3,h,1325500.0,2017,8.4,0.0,Hobsons Bay,5498.0,5306
8146,2,h,890000.0,2017,8.4,0.0,Hobsons Bay,5498.0,5306
8147,2,u,497000.0,2017,8.4,1.0,Hobsons Bay,5498.0,5306
8148,3,h,975000.0,2017,8.4,2.0,Hobsons Bay,5498.0,5306
8149,5,h,1820000.0,2017,8.4,7.0,Hobsons Bay,5498.0,5306
8150,3,t,900000.0,2017,8.4,2.0,Hobsons Bay,5498.0,5306
8151,3,h,1410000.0,2017,8.4,2.0,Hobsons Bay,5498.0,5306
8152,1,h,1700000.0,2017,8.4,0.0,Hobsons Bay,5498.0,5306
8153,4,h,956000.0,2017,8.4,4.0,Hobsons Bay,5498.0,5306
8154,2,h,1215000.0,2017,8.4,2.0,Hobsons Bay,5498.0,5306
8155,3,h,828000.0,2017,8.4,2.0,Hobsons Bay,5498.0,5306
8156,4,h,1650000.0,2017,8.4,4.0,Hobsons Bay,5498.0,5306
8157,4,h,2337000.0,2017,8.4,3.0,Hobsons Bay,5498.0,5306
8158,3,h,1370000.0,2017,8.4,3.0,Hobsons Bay,5498.0,5306
8159,2,h,1070000.0,2017,8.4,3.0,Hobsons Bay,5498.0,5306
8160,3,h,1075000.0,2017,8.4,0.0,Hobsons Bay,5498.0,5306
8161,3,h,1100000.0,2017,8.4,6.0,Hobsons Bay,5498.0,5306
8162,3,h,1312000.0,2017,11.2,1.0,Moonee Valley,2291.0,7585
8163,3,h,960000.0,2017,11.2,2.0,Moonee Valley,2291.0,7585
8164,3,h,935000.0,2017,11.2,2.0,Moonee Valley,2291.0,7585
8165,3,h,810000.0,2017,11.2,1.0,Moonee Valley,2291.0,7585
8166,3,h,1200000.0,2017,11.2,1.0,Moonee Valley,2291.0,7585
8167,3,h,850000.0,2017,11.2,2.0,Moonee Valley,2291.0,7585
8168,3,h,944000.0,2017,11.2,2.0,Moonee Valley,2291.0,7585
8169,2,u,510000.0,2017,11.2,1.0,Moonee Valley,2291.0,7585
8170,1,u,325000.0,2017,11.2,1.0,Moonee Valley,2291.0,7585
8171,3,t,800000.0,2017,11.2,2.0,Moonee Valley,2291.0,7585
8172,3,h,1450000.0,2017,11.2,1.0,Moonee Valley,2291.0,7585
8173,3,u,500000.0,2017,11.2,1.0,Moonee Valley,2291.0,7585
8174,1,h,1405000.0,2017,11.2,0.0,Moonee Valley,2291.0,7585
8175,2,h,1343000.0,2017,5.5,1.0,Darebin,11364.0,12872
8176,2,u,680000.0,2017,5.5,1.0,Darebin,11364.0,12872
8177,2,h,695000.0,2017,5.5,1.0,Darebin,11364.0,12872
8178,2,u,420000.0,2017,5.5,1.0,Darebin,11364.0,12872
8179,3,h,1300000.0,2017,5.5,0.0,Darebin,11364.0,12872
8180,2,h,995000.0,2017,5.5,2.0,Darebin,11364.0,12872
8181,5,h,1750000.0,2017,5.5,0.0,Darebin,11364.0,12872
8182,4,h,1822000.0,2017,5.5,8.0,Darebin,11364.0,12872
8183,1,u,280000.0,2017,5.5,1.0,Darebin,11364.0,12872
8184,2,h,1100000.0,2017,5.5,1.0,Darebin,11364.0,12872
8185,3,h,1610000.0,2017,5.5,1.0,Darebin,11364.0,12872
8186,2,h,970000.0,2017,5.5,1.0,Darebin,11364.0,12872
8187,2,h,970000.0,2017,5.5,1.0,Darebin,11364.0,12872
8188,4,h,2990000.0,2017,5.5,2.0,Darebin,11364.0,12872
8189,2,h,1050000.0,2017,5.5,1.0,Darebin,11364.0,12872
8190,2,h,1290000.0,2017,5.5,0.0,Darebin,11364.0,12872
8191,2,u,471250.0,2017,5.5,1.0,Darebin,11364.0,12872
8192,3,h,1235000.0,2017,5.5,1.0,Darebin,11364.0,12872
8193,2,t,600000.0,2017,11.5,1.0,Merri-bek,2651.0,11641
8194,3,h,955000.0,2017,11.5,2.0,Merri-bek,2651.0,11641
8195,3,u,601000.0,2017,11.5,2.0,Merri-bek,2651.0,11641
8196,3,h,755000.0,2017,11.5,1.0,Merri-bek,2651.0,11641
8197,3,h,1400000.0,2017,11.5,3.0,Merri-bek,2651.0,11641
8198,5,h,1005000.0,2017,11.5,2.0,Merri-bek,2651.0,11641
8199,4,h,860000.0,2017,11.5,2.0,Merri-bek,2651.0,11641
8200,5,h,1306000.0,2017,11.5,3.0,Merri-bek,2651.0,11641
8201,4,h,1250000.0,2017,11.5,3.0,Merri-bek,2651.0,11641
8202,3,u,648000.0,2017,11.5,1.0,Merri-bek,2651.0,11641
8203,4,h,2525000.0,2017,14.0,0.0,Monash,3224.0,8739
8204,4,h,1615000.0,2017,14.0,2.0,Monash,3224.0,8739
8205,3,u,655000.0,2017,14.0,2.0,Monash,3224.0,8739
8206,5,h,1351000.0,2017,14.0,2.0,Monash,3224.0,8739
8207,3,h,1205000.0,2017,14.0,1.0,Monash,3224.0,8739
8208,2,h,676000.0,2017,14.0,2.0,Monash,3224.0,8739
8209,4,h,1145000.0,2017,14.0,2.0,Monash,3224.0,8739
8210,4,h,1600000.0,2017,14.0,4.0,Monash,3224.0,8739
8211,4,h,1840000.0,2017,14.0,2.0,Monash,3224.0,8739
8212,3,h,1300000.0,2017,11.8,2.0,Glen Eira,3578.0,5707
8213,5,h,2250000.0,2017,11.8,2.0,Glen Eira,3578.0,5707
8214,2,u,437500.0,2017,11.8,1.0,Glen Eira,3578.0,5707
8215,3,u,960000.0,2017,11.8,2.0,Glen Eira,3578.0,5707
8216,4,h,1486000.0,2017,11.8,1.0,Glen Eira,3578.0,5707
8217,4,t,1425000.0,2017,11.8,2.0,Glen Eira,3578.0,5707
8218,1,u,311500.0,2017,11.8,1.0,Glen Eira,3578.0,5707
8219,3,u,835000.0,2017,2.6,1.0,Melbourne,2309.0,27509
8220,4,h,3970000.0,2017,2.6,1.0,Melbourne,2309.0,27509
8221,3,h,2790000.0,2017,2.6,1.0,Melbourne,2309.0,27509
8222,3,h,755000.0,2017,9.9,2.0,Merri-bek,7485.0,11641
8223,2,h,750000.0,2017,9.9,2.0,Merri-bek,7485.0,11641
8224,2,h,999000.0,2017,9.9,1.0,Merri-bek,7485.0,11641
8225,3,h,800000.0,2017,9.9,0.0,Merri-bek,7485.0,11641
8226,4,h,800000.0,2017,9.9,1.0,Merri-bek,7485.0,11641
8227,3,h,806000.0,2017,9.9,1.0,Merri-bek,7485.0,11641
8228,4,h,770000.0,2017,9.9,2.0,Merri-bek,7485.0,11641
8229,2,u,496000.0,2017,9.9,1.0,Merri-bek,7485.0,11641
8230,3,h,585000.0,2017,9.9,1.0,Merri-bek,7485.0,11641
8231,2,t,540000.0,2017,9.9,2.0,Merri-bek,7485.0,11641
8232,3,h,708000.0,2017,9.9,2.0,Merri-bek,7485.0,11641
8233,2,u,497000.0,2017,9.9,1.0,Merri-bek,7485.0,11641
8234,3,h,800000.0,2017,9.9,2.0,Merri-bek,7485.0,11641
8235,4,h,1395000.0,2017,9.9,4.0,Merri-bek,7485.0,11641
8236,2,u,427500.0,2017,9.9,1.0,Merri-bek,7485.0,11641
8237,3,t,560000.0,2017,9.9,1.0,Merri-bek,7485.0,11641
8238,5,h,1410000.0,2017,9.9,4.0,Merri-bek,7485.0,11641
8239,2,t,520000.0,2017,9.9,1.0,Merri-bek,7485.0,11641
8240,3,h,1017500.0,2017,9.9,1.0,Merri-bek,7485.0,11641
8241,2,h,910000.0,2017,9.9,3.0,Merri-bek,7485.0,11641
8242,5,h,958000.0,2017,9.9,2.0,Merri-bek,7485.0,11641
8243,3,h,770000.0,2017,9.9,1.0,Merri-bek,7485.0,11641
8244,3,h,1400000.0,2017,3.8,0.0,Melbourne,8648.0,27509
8245,2,u,520000.0,2017,3.8,1.0,Melbourne,8648.0,27509
8246,2,h,1332000.0,2017,3.8,2.0,Melbourne,8648.0,27509
8247,2,h,801000.0,2017,3.8,1.0,Melbourne,8648.0,27509
8248,3,h,2400000.0,2017,3.8,2.0,Melbourne,8648.0,27509
8249,2,u,575000.0,2017,3.8,1.0,Melbourne,8648.0,27509
8250,2,u,950000.0,2017,3.8,1.0,Melbourne,8648.0,27509
8251,2,u,730000.0,2017,3.8,1.0,Melbourne,8648.0,27509
8252,2,u,1110000.0,2017,3.8,1.0,Melbourne,8648.0,27509
8253,2,u,2250000.0,2017,3.8,2.0,Melbourne,8648.0,27509
8254,4,h,2700000.0,2017,3.8,2.0,Melbourne,8648.0,27509
8255,4,h,1375000.0,2017,3.8,1.0,Melbourne,8648.0,27509
8256,2,u,600000.0,2017,3.8,1.0,Melbourne,8648.0,27509
8257,2,u,1030000.0,2017,3.8,2.0,Melbourne,8648.0,27509
8258,3,h,1251000.0,2017,4.5,0.0,Stonnington,7717.0,8842
8259,2,h,1305000.0,2017,4.5,1.0,Stonnington,7717.0,8842
8260,1,u,550000.0,2017,4.5,1.0,Stonnington,7717.0,8842
8261,2,u,645000.0,2017,4.5,1.0,Stonnington,7717.0,8842
8262,2,u,550000.0,2017,4.5,1.0,Stonnington,7717.0,8842
8263,1,u,410000.0,2017,4.5,1.0,Stonnington,7717.0,8842
8264,2,u,690000.0,2017,4.5,2.0,Stonnington,7717.0,8842
8265,2,u,630000.0,2017,4.5,1.0,Stonnington,7717.0,8842
8266,2,u,685000.0,2017,4.5,1.0,Stonnington,7717.0,8842
8267,2,u,570000.0,2017,4.5,1.0,Stonnington,7717.0,8842
8268,1,h,860000.0,2017,4.5,0.0,Stonnington,7717.0,8842
8269,3,h,880000.0,2017,4.5,0.0,Stonnington,7717.0,8842
8270,2,u,475000.0,2017,4.5,1.0,Stonnington,7717.0,8842
8271,2,u,888000.0,2017,4.5,1.0,Stonnington,7717.0,8842
8272,2,u,413000.0,2017,8.8,1.0,Darebin,14577.0,12872
8273,3,h,1190000.0,2017,8.8,2.0,Darebin,14577.0,12872
8274,2,h,2000000.0,2017,8.8,2.0,Darebin,14577.0,12872
8275,3,h,1045000.0,2017,8.8,2.0,Darebin,14577.0,12872
8276,3,h,1121000.0,2017,8.8,3.0,Darebin,14577.0,12872
8277,3,u,715000.0,2017,8.8,1.0,Darebin,14577.0,12872
8278,4,h,1200000.0,2017,8.8,2.0,Darebin,14577.0,12872
8279,3,h,917500.0,2017,8.8,2.0,Darebin,14577.0,12872
8280,4,h,770000.0,2017,8.8,1.0,Darebin,14577.0,12872
8281,3,h,800000.0,2017,8.8,2.0,Darebin,14577.0,12872
8282,4,h,1075000.0,2017,8.8,2.0,Darebin,14577.0,12872
8283,3,h,1015000.0,2017,8.8,1.0,Darebin,14577.0,12872
8284,3,t,880000.0,2017,8.8,2.0,Darebin,14577.0,12872
8285,3,h,1020000.0,2017,8.8,2.0,Darebin,14577.0,12872
8286,3,h,1000000.0,2017,8.8,3.0,Darebin,14577.0,12872
8287,3,h,1010000.0,2017,8.8,0.0,Darebin,14577.0,12872
8288,4,h,1110000.0,2017,8.8,2.0,Darebin,14577.0,12872
8289,2,h,800000.0,2017,8.8,1.0,Darebin,14577.0,12872
8290,3,h,910000.0,2017,8.8,1.0,Darebin,14577.0,12872
8291,3,h,1215000.0,2017,8.8,1.0,Darebin,14577.0,12872
8292,2,h,2300000.0,2017,8.8,2.0,Darebin,14577.0,12872
8293,2,h,1108000.0,2017,8.8,0.0,Darebin,14577.0,12872
