,Distance,Car,Rooms,Propertycount,Yearly Incidents Recorded
4139,7.8,3.0,3,11204.0,12872
4140,7.8,4.0,6,11204.0,12872
4141,7.8,2.0,3,11204.0,12872
4142,7.8,2.0,5,11204.0,12872
4143,7.8,1.0,2,11204.0,12872
4144,7.8,2.0,3,11204.0,12872
4145,7.8,2.0,3,11204.0,12872
4146,1.6,1.0,2,4553.0,11076
4147,1.6,1.0,2,4553.0,11076
4148,1.6,0.0,2,4553.0,11076
4149,1.6,2.0,3,4553.0,11076
4150,2.5,1.0,3,1123.0,11076
4151,13.9,2.0,4,9028.0,3898
4152,13.9,2.0,4,9028.0,3898
4153,13.9,2.0,4,9028.0,3898
4154,13.9,1.0,3,9028.0,3898
4155,8.0,1.0,5,9264.0,7585
4156,8.0,1.0,3,9264.0,7585
4157,8.0,1.0,1,9264.0,7585
4158,8.0,1.0,3,9264.0,7585
4159,8.0,1.0,2,9264.0,7585
4160,8.0,1.0,3,9264.0,7585
4161,8.0,1.0,1,9264.0,7585
4162,5.8,1.0,2,2970.0,12872
4163,5.8,2.0,3,2970.0,12872
4164,12.4,2.0,3,5070.0,16673
4165,12.4,3.0,3,5070.0,16673
4166,12.4,1.0,3,5070.0,16673
4167,12.4,2.0,3,5070.0,16673
4168,12.4,1.0,2,5070.0,16673
4169,12.4,3.0,3,5070.0,16673
4170,3.5,1.0,1,6244.0,11641
4171,3.5,0.0,2,6244.0,11641
4172,3.5,0.0,2,6244.0,11641
4173,4.4,2.0,3,3593.0,27509
4174,4.4,0.0,2,3593.0,27509
4175,4.4,1.0,2,3593.0,27509
4176,4.4,1.0,3,3593.0,27509
4177,4.4,1.0,5,3593.0,27509
4178,4.4,1.0,2,3593.0,27509
4179,4.4,1.0,2,3593.0,27509
4180,4.4,1.0,2,3593.0,27509
4181,4.4,1.0,3,3593.0,27509
4182,4.4,0.0,2,3593.0,27509
4183,4.4,0.0,3,3593.0,27509
4184,6.4,0.0,2,7570.0,7189
4185,6.4,1.0,2,7570.0,7189
4186,6.4,1.0,3,7570.0,7189
4187,6.4,1.0,3,7570.0,7189
4188,6.4,0.0,2,7570.0,7189
4189,6.4,2.0,3,7570.0,7189
4190,10.4,1.0,1,2403.0,5707
4191,9.2,2.0,3,10412.0,6793
4192,9.2,3.0,3,10412.0,6793
4193,9.2,2.0,3,10412.0,6793
4194,9.2,3.0,4,10412.0,6793
4195,9.2,2.0,3,10412.0,6793
4196,9.2,2.0,3,10412.0,6793
4197,9.2,1.0,2,10412.0,6793
4198,13.0,2.0,3,8870.0,11641
4199,13.0,1.0,2,8870.0,11641
4200,13.0,2.0,3,8870.0,11641
4201,13.0,2.0,3,8870.0,11641
4202,13.0,2.0,3,8870.0,11641
4203,13.0,2.0,3,8870.0,11641
4204,13.0,1.0,5,8870.0,11641
4205,13.0,2.0,3,8870.0,11641
4206,13.0,2.0,4,8870.0,11641
4207,13.0,2.0,3,8870.0,11641
4208,13.0,2.0,3,8870.0,11641
4209,13.0,2.0,3,8870.0,11641
4210,13.0,2.0,3,8870.0,11641
4211,12.1,4.0,3,2606.0,11641
4212,13.7,1.0,2,5454.0,4052
4213,13.7,2.0,4,5454.0,4052
4214,13.7,1.0,2,5454.0,4052
4215,4.6,2.0,3,11308.0,6793
4216,4.6,1.0,1,11308.0,6793
4217,4.6,1.0,1,11308.0,6793
4218,4.6,1.0,2,11308.0,6793
4219,4.6,0.0,1,11308.0,6793
4220,4.6,1.0,1,11308.0,6793
4221,4.6,0.0,2,11308.0,6793
4222,4.6,0.0,1,11308.0,6793
4223,4.6,0.0,3,11308.0,6793
4224,4.6,0.0,2,11308.0,6793
4225,7.5,2.0,3,6482.0,6793
4226,7.5,2.0,4,6482.0,6793
4227,7.5,2.0,3,6482.0,6793
4228,7.5,2.0,2,6482.0,6793
4229,10.6,2.0,3,2890.0,7391
4230,10.5,1.0,2,2947.0,7391
4231,10.5,2.0,3,2947.0,7391
4232,10.5,2.0,4,2947.0,7391
4233,10.5,1.0,3,2947.0,7391
4234,10.5,1.0,3,2947.0,7391
4235,9.4,2.0,2,2674.0,7391
4236,9.4,2.0,3,2674.0,7391
4237,9.4,0.0,2,2674.0,7391
4238,9.4,2.0,3,2674.0,7391
4239,13.0,2.0,4,3145.0,8739
4240,7.9,1.0,4,5549.0,7391
4241,7.9,1.0,4,5549.0,7391
4242,7.9,2.0,3,5549.0,7391
4243,9.0,2.0,5,1554.0,7391
4244,9.0,2.0,3,1554.0,7391
4245,15.0,2.0,4,1202.0,14744
4246,12.8,4.0,3,5629.0,14744
4247,12.8,2.0,3,5629.0,14744
4248,12.8,1.0,3,5629.0,14744
4249,12.8,1.0,3,5629.0,14744
4250,12.8,1.0,3,5629.0,14744
4251,5.6,3.0,5,10331.0,6793
4252,5.6,2.0,3,10331.0,6793
4253,5.6,2.0,3,10331.0,6793
4254,5.6,0.0,4,10331.0,6793
4255,5.6,2.0,5,10331.0,6793
4256,5.6,1.0,2,10331.0,6793
4257,5.6,2.0,3,10331.0,6793
4258,7.5,1.0,2,2671.0,6793
4259,7.5,2.0,3,2671.0,6793
4260,7.8,1.0,3,1808.0,7189
4261,7.8,1.0,4,1808.0,7189
4262,7.8,3.0,3,1808.0,7189
4263,9.2,0.0,2,3873.0,7189
4264,9.2,2.0,3,3873.0,7189
4265,9.2,1.0,2,3873.0,7189
4266,9.2,2.0,3,3873.0,7189
4267,7.4,1.0,1,4675.0,8842
4268,7.4,2.0,3,4675.0,8842
4269,11.2,2.0,3,8801.0,8842
4270,11.2,2.0,4,8801.0,8842
4271,11.2,2.0,3,8801.0,8842
4272,11.2,1.0,2,8801.0,8842
4273,11.2,2.0,4,8801.0,8842
4274,11.2,2.0,4,8801.0,8842
4275,11.2,2.0,3,8801.0,8842
4276,8.7,2.0,5,4918.0,7189
4277,8.7,2.0,4,4918.0,7189
4278,2.8,1.0,4,17496.0,27509
4279,2.8,0.0,1,17496.0,27509
4280,2.8,0.0,2,17496.0,27509
4281,2.8,0.0,1,17496.0,27509
4282,2.8,1.0,2,17496.0,27509
4283,2.8,1.0,2,17496.0,27509
4284,11.8,5.0,4,2079.0,6793
4285,6.9,1.0,2,6232.0,7585
4286,6.9,2.0,2,6232.0,7585
4287,6.9,2.0,3,6232.0,7585
4288,6.9,3.0,4,6232.0,7585
4289,6.9,1.0,2,6232.0,7585
4290,6.9,3.0,4,6232.0,7585
4291,6.9,2.0,5,6232.0,7585
4292,6.9,2.0,2,6232.0,7585
4293,6.9,2.0,3,6232.0,7585
4294,6.9,1.0,2,6232.0,7585
4295,6.9,2.0,3,6232.0,7585
4296,6.9,3.0,4,6232.0,7585
4297,12.1,2.0,4,4442.0,5707
4298,12.1,2.0,2,4442.0,5707
4299,12.1,2.0,3,4442.0,5707
4300,12.1,1.0,2,4442.0,5707
4301,12.1,1.0,2,4442.0,5707
4302,8.4,1.0,4,5498.0,5306
4303,8.4,3.0,4,5498.0,5306
4304,8.4,2.0,3,5498.0,5306
4305,8.4,7.0,5,5498.0,5306
4306,8.4,2.0,3,5498.0,5306
4307,8.4,4.0,4,5498.0,5306
4308,8.4,4.0,4,5498.0,5306
4309,8.4,3.0,4,5498.0,5306
4310,8.4,0.0,3,5498.0,5306
4311,11.2,1.0,3,2291.0,7585
4312,11.2,1.0,2,2291.0,7585
4313,11.2,1.0,1,2291.0,7585
4314,11.2,2.0,3,2291.0,7585
4315,11.2,1.0,3,2291.0,7585
4316,5.5,1.0,2,11364.0,12872
4317,5.5,0.0,3,11364.0,12872
4318,5.5,2.0,2,11364.0,12872
4319,5.5,0.0,5,11364.0,12872
4320,5.5,1.0,2,11364.0,12872
4321,5.5,1.0,3,11364.0,12872
4322,11.5,1.0,2,2651.0,11641
4323,11.5,2.0,3,2651.0,11641
4324,11.5,1.0,3,2651.0,11641
4325,11.5,1.0,3,2651.0,11641
4326,14.0,2.0,4,3224.0,8739
4327,14.0,2.0,3,3224.0,8739
4328,14.0,2.0,5,3224.0,8739
4329,14.0,4.0,4,3224.0,8739
4330,14.0,2.0,4,3224.0,8739
4331,11.8,2.0,5,3578.0,5707
4332,11.8,1.0,2,3578.0,5707
4333,11.8,2.0,3,3578.0,5707
4334,11.8,2.0,4,3578.0,5707
4335,2.6,1.0,3,2309.0,27509
4336,9.9,2.0,3,7485.0,11641
4337,9.9,1.0,2,7485.0,11641
4338,9.9,1.0,4,7485.0,11641
4339,9.9,2.0,4,7485.0,11641
4340,9.9,1.0,3,7485.0,11641
4341,9.9,2.0,3,7485.0,11641
4342,9.9,1.0,2,7485.0,11641
4343,9.9,1.0,3,7485.0,11641
4344,9.9,1.0,2,7485.0,11641
4345,9.9,2.0,5,7485.0,11641
4346,3.8,0.0,3,8648.0,27509
4347,3.8,1.0,2,8648.0,27509
4348,3.8,1.0,2,8648.0,27509
4349,3.8,2.0,3,8648.0,27509
4350,3.8,1.0,2,8648.0,27509
4351,3.8,2.0,4,8648.0,27509
4352,3.8,1.0,2,8648.0,27509
4353,3.8,2.0,2,8648.0,27509
4354,4.5,1.0,2,7717.0,8842
4355,4.5,1.0,2,7717.0,8842
4356,4.5,1.0,2,7717.0,8842
4357,4.5,1.0,2,7717.0,8842
4358,4.5,0.0,1,7717.0,8842
4359,8.8,2.0,3,14577.0,12872
4360,8.8,3.0,3,14577.0,12872
4361,8.8,2.0,3,14577.0,12872
4362,8.8,2.0,3,14577.0,12872
4363,8.8,2.0,4,14577.0,12872
4364,8.8,3.0,3,14577.0,12872
4365,8.8,1.0,3,14577.0,12872
4366,8.8,2.0,3,14577.0,12872
4367,8.8,4.0,3,14577.0,12872
4368,8.8,1.0,1,14577.0,12872
4369,11.2,1.0,3,21650.0,12872
4370,11.2,2.0,4,21650.0,12872
4371,11.2,2.0,5,21650.0,12872
4372,11.2,2.0,3,21650.0,12872
4373,11.2,3.0,4,21650.0,12872
4374,11.2,2.0,3,21650.0,12872
4375,11.2,1.0,2,21650.0,12872
4376,11.2,1.0,3,21650.0,12872
4377,11.2,1.0,2,21650.0,12872
4378,11.2,2.0,3,21650.0,12872
4379,11.2,2.0,2,21650.0,12872
4380,11.2,1.0,2,21650.0,12872
4381,11.2,1.0,2,21650.0,12872
4382,2.6,1.0,2,14949.0,11076
4383,2.6,1.0,2,14949.0,11076
4384,2.6,0.0,3,14949.0,11076
4385,2.6,1.0,3,14949.0,11076
4386,2.6,1.0,2,14949.0,11076
4387,2.6,0.0,3,14949.0,11076
4388,2.6,1.0,2,14949.0,11076
4389,2.6,0.0,2,14949.0,11076
4390,2.6,2.0,3,14949.0,11076
4391,2.6,7.0,3,14949.0,11076
4392,2.6,1.0,3,14949.0,11076
4393,2.6,0.0,1,14949.0,11076
4394,11.4,1.0,2,3540.0,7391
4395,6.6,0.0,2,2417.0,7189
4396,2.1,1.0,3,5943.0,10310
4397,2.1,1.0,1,5943.0,10310
4398,2.1,0.0,2,5943.0,10310
4399,2.1,1.0,2,5943.0,10310
4400,2.1,1.0,3,5943.0,10310
4401,2.1,2.0,3,5943.0,10310
4402,2.1,2.0,3,5943.0,10310
4403,3.3,0.0,2,14887.0,27509
4404,3.3,0.0,2,14887.0,27509
4405,3.3,0.0,2,14887.0,27509
4406,3.3,1.0,2,14887.0,27509
4407,3.3,0.0,1,14887.0,27509
4408,6.1,1.0,2,13240.0,10310
4409,6.1,0.0,2,13240.0,10310
4410,6.1,1.0,2,13240.0,10310
4411,6.1,1.0,2,13240.0,10310
4412,6.1,2.0,2,13240.0,10310
4413,6.1,0.0,3,13240.0,10310
4414,6.1,1.0,3,13240.0,10310
4415,6.1,1.0,2,13240.0,10310
4416,9.7,1.0,4,3284.0,7585
4417,9.7,2.0,3,3284.0,7585
4418,9.7,2.0,5,3284.0,7585
4419,12.6,2.0,3,3755.0,14744
4420,12.6,0.0,4,3755.0,14744
4421,12.6,6.0,4,3755.0,14744
4422,12.6,0.0,3,3755.0,14744
4423,12.6,1.0,3,3755.0,14744
4424,13.3,2.0,4,4217.0,14744
4425,13.3,1.0,3,4217.0,14744
4426,13.5,1.0,3,6763.0,14744
4427,13.5,2.0,4,6763.0,14744
4428,13.5,1.0,3,6763.0,14744
4429,13.5,2.0,4,6763.0,14744
4430,13.5,2.0,3,6763.0,14744
4431,13.5,1.0,3,6763.0,14744
4432,11.2,2.0,2,5457.0,6793
4433,11.2,2.0,3,5457.0,6793
4434,11.2,0.0,2,5457.0,6793
4435,11.2,2.0,4,5457.0,6793
4436,11.2,1.0,2,5457.0,6793
4437,11.2,2.0,4,5457.0,6793
4438,11.2,2.0,4,5457.0,6793
4439,6.5,2.0,3,8870.0,12872
4440,6.5,1.0,2,8870.0,12872
4441,6.5,1.0,3,8870.0,12872
4442,6.5,1.0,2,8870.0,12872
4443,6.5,2.0,3,8870.0,12872
4444,6.5,2.0,3,8870.0,12872
4445,6.5,2.0,3,8870.0,12872
4446,6.5,2.0,2,8870.0,12872
4447,6.5,0.0,2,8870.0,12872
4448,6.5,1.0,2,8870.0,12872
4449,13.8,3.0,4,2698.0,7391
4450,14.9,2.0,5,2329.0,7391
4451,14.9,2.0,4,2329.0,7391
4452,14.9,2.0,4,2329.0,7391
4453,8.2,2.0,4,5058.0,7189
4454,8.2,1.0,2,5058.0,7189
4455,8.2,1.0,2,5058.0,7189
4456,8.2,0.0,3,5058.0,7189
4457,8.2,2.0,4,5058.0,7189
4458,8.2,4.0,4,5058.0,7189
4459,8.2,1.0,2,5058.0,7189
4460,8.2,2.0,2,5058.0,7189
4461,8.2,2.0,3,5058.0,7189
4462,8.0,2.0,4,6380.0,5306
4463,8.0,2.0,3,6380.0,5306
4464,8.0,2.0,4,6380.0,5306
4465,8.0,1.0,2,6380.0,5306
4466,8.0,0.0,3,6380.0,5306
4467,8.0,2.0,5,6380.0,5306
4468,8.0,1.0,2,6380.0,5306
4469,8.0,2.0,2,6380.0,5306
4470,8.0,2.0,4,6380.0,5306
4471,7.0,2.0,3,6543.0,7189
4472,7.0,0.0,4,6543.0,7189
4473,7.0,0.0,3,6543.0,7189
4474,7.0,2.0,3,6543.0,7189
4475,7.0,5.0,4,6543.0,7189
4476,7.0,2.0,2,6543.0,7189
4477,7.0,1.0,2,6543.0,7189
4478,7.0,2.0,2,6543.0,7189
4479,7.0,1.0,3,6543.0,7189
4480,7.0,0.0,3,6543.0,7189
4481,7.0,3.0,2,6543.0,7189
4482,7.0,0.0,3,6543.0,7189
4483,7.0,2.0,3,6543.0,7189
4484,7.0,2.0,3,6543.0,7189
4485,7.0,1.0,4,6543.0,7189
4486,7.0,1.0,1,6543.0,7189
4487,7.0,2.0,3,6543.0,7189
4488,2.5,0.0,3,4019.0,11076
4489,2.5,1.0,2,4019.0,11076
4490,2.5,0.0,2,4019.0,11076
4491,2.5,1.0,2,4019.0,11076
4492,2.5,0.0,3,4019.0,11076
4493,13.5,2.0,3,3464.0,7585
4494,13.5,1.0,3,3464.0,7585
4495,13.5,1.0,2,3464.0,7585
4496,13.9,5.0,3,2185.0,14744
4497,13.9,1.0,2,2185.0,14744
4498,13.9,2.0,3,2185.0,14744
4499,13.9,1.0,1,2185.0,14744
4500,13.9,1.0,3,2185.0,14744
4501,13.8,4.0,5,5301.0,5306
4502,11.0,2.0,4,3052.0,6793
4503,9.7,1.0,3,5682.0,6793
4504,10.9,2.0,2,962.0,14744
4505,1.8,1.0,2,6786.0,27509
4506,1.8,1.0,2,6786.0,27509
4507,1.8,1.0,1,6786.0,27509
4508,10.3,2.0,4,1651.0,7391
4509,8.5,2.0,3,4898.0,5707
4510,8.5,1.0,2,4898.0,5707
4511,8.5,1.0,2,4898.0,5707
4512,7.7,2.0,2,8989.0,10310
4513,7.7,0.0,1,8989.0,10310
4514,7.7,1.0,3,8989.0,10310
4515,7.7,2.0,2,8989.0,10310
4516,7.7,1.0,2,8989.0,10310
4517,7.7,1.0,1,8989.0,10310
4518,9.4,2.0,4,1308.0,7585
4519,1.6,1.0,2,5825.0,11076
4520,1.6,2.0,2,5825.0,11076
4521,1.6,0.0,2,5825.0,11076
4522,13.6,1.0,3,1071.0,11641
4523,13.6,2.0,4,1071.0,11641
4524,13.6,3.0,4,1071.0,11641
4525,14.5,2.0,3,851.0,16673
4526,14.5,2.0,3,1119.0,14744
4527,4.2,1.0,1,5263.0,27509
4528,4.2,1.0,2,5263.0,27509
4529,4.2,1.0,2,5263.0,27509
4530,4.2,1.0,2,5263.0,27509
4531,4.2,1.0,3,5263.0,27509
4532,4.2,1.0,3,5263.0,27509
4533,4.1,0.0,2,2019.0,10310
4534,4.1,1.0,3,2019.0,10310
4535,14.6,1.0,2,2555.0,8377
4536,14.6,2.0,3,2555.0,8377
4537,2.3,1.0,3,6821.0,27509
4538,2.3,1.0,3,6821.0,27509
4539,2.3,0.0,2,6821.0,27509
4540,14.7,1.0,3,3692.0,8377
4541,14.7,4.0,4,3692.0,8377
4542,14.7,4.0,3,3692.0,8377
4543,1.2,1.0,2,8400.0,27509
4544,1.2,1.0,2,8400.0,27509
4545,1.2,1.0,2,8400.0,27509
4546,7.7,1.0,1,1223.0,5306
4547,7.7,0.0,3,1223.0,5306
4548,7.7,1.0,3,1223.0,5306
4549,4.6,1.0,2,7217.0,8842
4550,4.6,1.0,3,7217.0,8842
4551,4.6,2.0,2,7217.0,8842
4552,4.6,1.0,3,7217.0,8842
4553,8.9,2.0,3,802.0,5306
4554,8.9,5.0,3,802.0,5306
4555,8.9,1.0,3,802.0,5306
4556,8.9,2.0,3,802.0,5306
4557,8.9,3.0,3,802.0,5306
4558,5.1,1.0,2,4380.0,10310
4559,5.1,1.0,2,4380.0,10310
4560,5.1,0.0,1,4380.0,10310
4561,15.0,2.0,5,1369.0,7391
4562,6.6,1.0,2,2952.0,10310
4563,12.4,1.0,3,1414.0,12872
4564,1.9,1.0,2,2230.0,27509
4565,5.3,1.0,2,1052.0,7585
4566,10.4,2.0,3,3464.0,7585
4567,10.5,0.0,3,2185.0,14744
4568,9.4,2.0,3,5132.0,5306
4569,9.7,2.0,3,7809.0,6793
4570,23.2,1.0,3,5030.0,8910
4571,11.4,1.0,3,6795.0,5707
4572,13.8,2.0,5,10969.0,5707
4573,16.1,2.0,3,1390.0,7391
4574,10.5,2.0,3,10579.0,4052
4575,10.5,1.0,1,10579.0,4052
4576,10.3,2.0,4,6938.0,4052
4577,14.0,3.0,3,4294.0,16673
4578,14.0,0.0,3,4294.0,16673
4579,14.8,2.0,3,1686.0,8923
4580,14.8,2.0,3,2674.0,14744
4581,7.7,1.0,2,8920.0,6793
4582,7.7,2.0,3,8920.0,6793
4583,8.4,1.0,2,3265.0,6793
4584,1.6,1.0,1,6786.0,27509
4585,17.9,2.0,3,9758.0,4052
4586,6.7,1.0,2,11204.0,12872
4587,6.7,2.0,4,11204.0,12872
4588,20.6,2.0,4,15510.0,16673
4589,20.6,4.0,3,15510.0,16673
4590,20.6,3.0,3,15510.0,16673
4591,23.0,2.0,4,11925.0,6820
4592,23.0,1.0,2,11925.0,6820
4593,24.7,1.0,3,8322.0,15109
4594,21.8,0.0,2,4258.0,2151
4595,14.3,3.0,6,10999.0,3898
4596,16.1,4.0,7,4790.0,3898
4597,25.9,2.0,3,7254.0,2151
4598,18.0,0.0,3,6990.0,7391
4599,19.6,2.0,4,10926.0,12423
4600,19.6,2.0,2,10926.0,12423
4601,7.5,1.0,1,9264.0,7585
4602,7.5,1.0,3,588.0,7585
4603,7.5,2.0,5,588.0,7585
4604,3.6,1.0,2,6244.0,11641
4605,3.6,1.0,3,6244.0,11641
4606,5.1,0.0,1,7570.0,7189
4607,36.9,1.0,3,2500.0,12058
4608,38.0,2.0,3,7566.0,12058
4609,45.9,2.0,4,3376.0,1637
4610,7.3,1.0,2,10412.0,6793
4611,11.2,1.0,3,8870.0,11641
4612,16.1,1.0,2,8524.0,7391
4613,13.8,2.0,3,5454.0,4052
4614,5.3,1.0,3,11308.0,6793
4615,5.3,3.0,4,11308.0,6793
4616,5.3,1.0,2,11308.0,6793
4617,45.2,4.0,3,3307.0,6260
4618,8.8,0.0,3,2674.0,7391
4619,16.0,1.0,2,4794.0,4052
4620,18.0,2.0,5,5556.0,14744
4621,12.3,2.0,3,768.0,8739
4622,14.0,1.0,4,851.0,16673
4623,14.0,1.0,2,851.0,16673
4624,15.5,2.0,3,3656.0,14744
4625,11.7,2.0,2,5629.0,14744
4626,3.4,2.0,3,5263.0,27509
4627,3.4,1.0,2,5263.0,27509
4628,7.3,1.0,2,2671.0,6793
4629,25.2,2.0,4,8459.0,15109
4630,14.0,1.0,3,2878.0,14744
4631,16.3,4.0,4,8279.0,12423
4632,6.4,1.0,1,3873.0,7189
4633,6.4,2.0,3,3873.0,7189
4634,31.7,1.0,4,3600.0,8923
4635,31.7,2.0,3,3600.0,8923
4636,25.9,2.0,4,5812.0,12423
4637,17.9,1.0,2,10529.0,12423
4638,17.2,2.0,3,6871.0,6419
4639,17.2,1.0,3,6871.0,6419
4640,16.2,3.0,3,3891.0,7391
4641,14.2,2.0,3,13366.0,8739
4642,14.2,2.0,3,13366.0,8739
4643,14.2,2.0,3,13366.0,8739
4644,6.2,2.0,2,5498.0,5306
4645,15.4,3.0,4,4973.0,3898
4646,11.2,1.0,2,2651.0,11641
4647,11.4,1.0,1,3578.0,5707
4648,11.4,1.0,2,3578.0,5707
4649,21.5,2.0,3,5087.0,8377
4650,8.5,3.0,5,7485.0,11641
4651,8.5,3.0,4,7485.0,11641
4652,14.7,2.0,5,15542.0,11962
4653,3.5,2.0,4,8648.0,27509
4654,12.0,4.0,3,21650.0,12872
4655,12.0,1.0,2,21650.0,12872
4656,2.4,2.0,2,14949.0,11076
4657,23.5,2.0,5,11667.0,8910
4658,15.2,1.0,2,4497.0,4052
4659,35.4,2.0,3,8077.0,12058
4660,5.1,1.0,2,2417.0,7189
4661,20.5,2.0,4,7969.0,12423
4662,20.8,2.0,3,7412.0,15109
4663,14.0,2.0,3,14042.0,14744
4664,14.0,2.0,3,14042.0,14744
4665,5.0,1.0,1,13240.0,10310
4666,5.0,1.0,2,13240.0,10310
4667,5.0,0.0,1,13240.0,10310
4668,5.0,1.0,2,13240.0,10310
4669,31.7,2.0,4,14092.0,16673
4670,31.7,2.0,3,14092.0,16673
4671,10.2,9.0,3,5457.0,6793
4672,18.4,2.0,3,10160.0,11962
4673,18.0,2.0,4,4242.0,8923
4674,12.4,2.0,5,5420.0,3898
4675,7.0,2.0,4,8870.0,12872
4676,8.9,2.0,3,2698.0,7391
4677,14.7,2.0,3,16166.0,11962
4678,6.4,2.0,3,5058.0,7189
4679,27.2,2.0,3,5262.0,11962
4680,7.5,1.0,2,1543.0,7585
4681,3.0,1.0,3,3280.0,10310
4682,10.5,3.0,3,2185.0,14744
4683,5.7,3.0,4,2211.0,12872
4684,6.3,0.0,3,4836.0,8842
4685,4.3,1.0,3,6567.0,7585
4686,10.2,2.0,4,3052.0,6793
4687,10.2,2.0,4,3052.0,6793
4688,23.2,2.0,5,5030.0,8910
4689,23.2,1.0,3,5030.0,8910
4690,23.2,2.0,4,5030.0,8910
4691,17.3,4.0,2,5366.0,4052
4692,11.4,2.0,4,6795.0,5707
4693,13.8,2.0,4,10969.0,5707
4694,13.8,2.0,4,10969.0,5707
4695,13.4,4.0,4,5713.0,6419
4696,27.0,2.0,3,2887.0,8377
4697,25.0,2.0,4,9704.0,8910
4698,25.0,3.0,4,9704.0,8910
4699,16.1,1.0,2,1390.0,7391
4700,10.5,3.0,3,10579.0,4052
4701,10.5,1.0,3,10579.0,4052
4702,10.3,2.0,5,6938.0,4052
4703,5.2,0.0,3,11918.0,11641
4704,5.2,1.0,2,11918.0,11641
4705,5.2,1.0,2,11918.0,11641
4706,5.2,1.0,2,11918.0,11641
4707,5.2,1.0,2,11918.0,11641
4708,5.2,2.0,4,11918.0,11641
4709,4.0,2.0,2,5533.0,11641
4710,14.7,2.0,4,4048.0,6419
4711,14.8,2.0,4,2674.0,14744
4712,8.4,1.0,2,3265.0,6793
4713,10.1,2.0,3,7822.0,5707
4714,10.1,2.0,3,7822.0,5707
4715,10.1,2.0,3,7822.0,5707
4716,14.8,3.0,3,7719.0,8923
4717,31.2,1.0,2,1989.0,8377
4718,31.2,2.0,4,1989.0,8377
4719,8.7,1.0,2,2379.0,5707
4720,7.8,1.0,1,6923.0,5707
4721,7.8,1.0,2,6923.0,5707
4722,11.7,1.0,2,3582.0,8739
4723,27.0,2.0,3,3906.0,8377
4724,17.9,2.0,2,9758.0,4052
4725,17.9,4.0,3,9758.0,4052
4726,17.9,2.0,2,9758.0,4052
4727,16.7,2.0,3,5837.0,8739
4728,6.7,1.0,3,11204.0,12872
4729,6.7,2.0,3,11204.0,12872
4730,6.7,2.0,3,3445.0,12872
4731,2.0,1.0,2,4553.0,11076
4732,20.6,2.0,4,15510.0,16673
4733,24.7,2.0,3,10894.0,15109
4734,24.7,1.0,3,8322.0,15109
4735,24.7,1.0,2,8322.0,15109
4736,22.2,2.0,3,3940.0,8377
4737,12.4,2.0,4,9028.0,3898
4738,12.4,2.0,3,9028.0,3898
4739,12.4,2.0,5,9028.0,3898
4740,14.3,2.0,4,10999.0,3898
4741,28.8,1.0,3,3533.0,17526
4742,8.9,1.0,2,1651.0,7391
4743,7.2,1.0,2,4898.0,5707
4744,7.2,1.0,2,8989.0,10310
4745,7.2,1.0,2,8989.0,10310
4746,7.2,1.0,1,8989.0,10310
4747,7.2,1.0,2,8989.0,10310
4748,19.6,4.0,3,10926.0,12423
4749,19.6,2.0,3,10926.0,12423
4750,7.5,2.0,3,9264.0,7585
4751,7.5,1.0,3,9264.0,7585
4752,7.5,2.0,5,9264.0,7585
4753,13.1,2.0,3,5070.0,16673
4754,13.1,2.0,3,5070.0,16673
4755,13.1,2.0,3,5070.0,16673
4756,38.0,2.0,3,17055.0,12058
4757,36.9,0.0,3,2500.0,12058
4758,7.3,2.0,3,10412.0,6793
4759,16.7,2.0,4,15321.0,8739
4760,16.7,1.0,2,15321.0,8739
4761,11.2,2.0,3,8870.0,11641
4762,16.1,1.0,3,8524.0,7391
4763,20.4,1.0,3,4864.0,16673
4764,20.4,5.0,5,4864.0,16673
4765,20.4,5.0,5,4864.0,16673
4766,11.2,2.0,3,2606.0,11641
4767,11.2,2.0,3,2606.0,11641
4768,5.3,1.0,3,11308.0,6793
4769,5.3,1.0,2,11308.0,6793
4770,5.3,5.0,5,11308.0,6793
4771,5.3,2.0,4,11308.0,6793
4772,5.3,1.0,1,11308.0,6793
4773,5.3,1.0,2,11308.0,6793
4774,6.2,1.0,3,6482.0,6793
4775,6.2,2.0,4,6482.0,6793
4776,6.2,2.0,3,6482.0,6793
4777,21.3,2.0,3,3794.0,6820
4778,8.8,1.0,3,2947.0,7391
4779,18.0,1.0,3,5556.0,14744
4780,18.4,1.0,3,13830.0,11962
4781,7.8,1.0,3,5549.0,7391
4782,7.8,2.0,3,5549.0,7391
4783,7.8,1.0,3,1554.0,7391
4784,10.4,2.0,3,1119.0,14744
4785,3.4,0.0,2,5263.0,27509
4786,5.4,1.0,2,10331.0,6793
4787,5.4,1.0,1,10331.0,6793
4788,7.3,3.0,4,2671.0,6793
4789,7.3,4.0,3,2671.0,6793
4790,25.2,1.0,4,8459.0,15109
4791,12.1,2.0,4,1414.0,12872
4792,16.3,2.0,3,8279.0,12423
4793,5.9,1.0,2,4675.0,8842
4794,8.4,2.0,3,8801.0,8842
4795,4.3,2.0,2,4918.0,7189
4796,4.3,2.0,4,4918.0,7189
4797,29.8,1.0,4,4718.0,8923
4798,31.7,2.0,5,6065.0,8923
4799,20.0,1.0,2,6162.0,8377
4800,20.0,2.0,3,6162.0,8377
4801,3.0,0.0,3,2019.0,10310
4802,3.0,2.0,6,2019.0,10310
4803,17.9,1.0,4,10529.0,12423
