,CouncilArea,Population Density,Rooms,Type,Price,Distance,Car,Landsize,Propertycount,Yearly Incidents Recorded
11173,Melbourne,4550.3,2,u,370000.0,3.3,1.0,0.0,14887.0,25184
11174,Melbourne,4550.3,1,u,360000.0,3.3,1.0,0.0,14887.0,25184
11175,Melbourne,4550.3,1,u,310000.0,3.3,1.0,0.0,14887.0,25184
11176,Melbourne,4550.3,2,h,1036500.0,3.3,0.0,105.0,14887.0,25184
11177,Melbourne,4550.3,2,u,627500.0,3.3,1.0,0.0,14887.0,25184
11178,Melbourne,4550.3,3,u,1072000.0,3.3,0.0,0.0,14887.0,25184
11179,Melbourne,4550.3,1,u,425000.0,3.3,1.0,0.0,14887.0,25184
11180,Melbourne,4550.3,1,u,330000.0,3.3,1.0,0.0,14887.0,25184
11181,Melbourne,4550.3,2,u,450000.0,3.3,1.0,0.0,14887.0,25184
11182,Melbourne,4550.3,2,u,550000.0,3.3,1.0,0.0,14887.0,25184
11183,Melbourne,4550.3,1,u,400000.0,3.3,1.0,1424.0,14887.0,25184
11184,Melbourne,4550.3,3,h,1700000.0,3.3,2.0,141.0,14887.0,25184
11185,Melbourne,4550.3,2,u,613000.0,3.3,1.0,0.0,14887.0,25184
11186,Melbourne,4550.3,2,u,1240000.0,3.3,2.0,0.0,14887.0,25184
11187,Melbourne,4550.3,2,u,832000.0,3.3,1.0,0.0,14887.0,25184
11188,Melbourne,4550.3,2,u,693000.0,3.3,1.0,2122.0,14887.0,25184
11189,Melbourne,4550.3,2,u,551000.0,3.3,0.0,0.0,14887.0,25184
11190,Melbourne,4550.3,3,u,740000.0,3.3,1.0,0.0,14887.0,25184
11191,Melbourne,4550.3,3,h,2285000.0,3.3,2.0,221.0,14887.0,25184
11192,Melbourne,4550.3,3,h,3000000.0,3.3,2.0,191.0,14887.0,25184
11193,Melbourne,4550.3,1,u,450000.0,3.3,1.0,0.0,14887.0,25184
11194,Melbourne,4550.3,2,u,515000.0,3.3,1.0,734.0,14887.0,25184
11195,Melbourne,4550.3,3,u,805000.0,3.3,3.0,6111.0,14887.0,25184
11196,Melbourne,4550.3,2,u,630000.0,3.3,1.0,0.0,14887.0,25184
11197,Melbourne,4550.3,2,u,600000.0,3.3,2.0,0.0,14887.0,25184
11198,Melbourne,4550.3,3,h,1780000.0,3.3,1.0,198.0,14887.0,25184
11199,Melbourne,4550.3,1,h,2115000.0,3.3,1.0,569.0,14887.0,25184
11200,Melbourne,4550.3,1,u,523000.0,3.3,0.0,0.0,14887.0,25184
11201,Melbourne,4550.3,4,u,2050000.0,3.3,1.0,979.0,14887.0,27509
11202,Melbourne,4550.3,4,h,2600000.0,3.3,2.0,141.0,14887.0,27509
11203,Melbourne,4550.3,1,u,320000.0,3.3,0.0,0.0,14887.0,27509
11204,Melbourne,4550.3,3,h,2395000.0,3.3,2.0,442.0,14887.0,27509
11205,Melbourne,4550.3,2,u,920000.0,3.3,0.0,0.0,14887.0,27509
11206,Melbourne,4550.3,1,u,400000.0,3.3,1.0,0.0,14887.0,25184
11207,Melbourne,4550.3,3,h,1810000.0,3.3,1.0,211.0,14887.0,25184
11208,Melbourne,4550.3,1,u,612000.0,3.3,1.0,607.0,14887.0,25184
11209,Melbourne,4550.3,1,u,567500.0,3.3,1.0,0.0,14887.0,25184
11210,Melbourne,4550.3,1,u,540000.0,3.3,1.0,480.0,14887.0,25184
11211,Melbourne,4550.3,2,u,803000.0,3.3,1.0,0.0,14887.0,25184
11212,Melbourne,4550.3,3,t,2010000.0,3.3,1.0,163.0,14887.0,25184
11213,Melbourne,4550.3,3,h,1945000.0,3.3,1.0,194.0,14887.0,25184
11214,Melbourne,4550.3,3,h,906000.0,3.3,0.0,154.0,14887.0,25184
11215,Melbourne,4550.3,1,u,367000.0,3.3,0.0,0.0,14887.0,25184
11216,Melbourne,4550.3,2,h,1130000.0,3.3,1.0,132.0,14887.0,25184
11217,Melbourne,4550.3,2,u,500000.0,3.3,1.0,0.0,14887.0,25184
11218,Melbourne,4550.3,1,u,310000.0,3.3,1.0,0.0,14887.0,25184
11219,Melbourne,4550.3,2,h,1100000.0,3.3,0.0,176.0,14887.0,25184
11220,Melbourne,4550.3,1,u,410000.0,3.3,0.0,0.0,14887.0,25184
11221,Melbourne,4550.3,3,h,1125000.0,3.3,0.0,146.0,14887.0,25184
11222,Melbourne,4550.3,2,u,840000.0,3.3,1.0,0.0,14887.0,27509
11223,Melbourne,4550.3,3,h,1400000.0,3.3,2.0,0.0,14887.0,27509
11224,Melbourne,4550.3,2,u,635000.0,3.3,1.0,855.0,14887.0,27509
11225,Melbourne,4550.3,2,u,680500.0,3.3,1.0,0.0,14887.0,27509
11226,Melbourne,4550.3,3,h,1800000.0,3.3,3.0,510.0,14887.0,27509
11227,Melbourne,4550.3,1,u,280000.0,3.3,0.0,0.0,14887.0,27509
11228,Melbourne,4550.3,2,u,613000.0,3.3,1.0,0.0,14887.0,25184
11229,Melbourne,4550.3,2,u,520000.0,3.3,1.0,0.0,14887.0,25184
11230,Melbourne,4550.3,2,u,827000.0,3.3,2.0,17200.0,14887.0,25184
11231,Melbourne,4550.3,1,u,510000.0,3.3,1.0,0.0,14887.0,25184
11232,Melbourne,4550.3,2,h,1200000.0,3.3,0.0,176.0,14887.0,25184
11233,Melbourne,4550.3,2,u,480000.0,3.3,1.0,0.0,14887.0,25184
11234,Melbourne,4550.3,2,u,660000.0,3.3,1.0,0.0,14887.0,25184
11235,Melbourne,4550.3,2,u,470000.0,3.3,1.0,0.0,14887.0,25184
11236,Melbourne,4550.3,2,u,621500.0,3.3,1.0,0.0,14887.0,25184
11237,Melbourne,4550.3,4,h,2667000.0,3.3,2.0,446.0,14887.0,25184
11238,Melbourne,4550.3,3,h,2200000.0,3.3,0.0,358.0,14887.0,25184
11239,Melbourne,4550.3,3,h,1700000.0,3.3,1.0,178.0,14887.0,25184
11240,Melbourne,4550.3,3,h,1056800.0,3.3,1.0,90.0,14887.0,25184
11241,Melbourne,4550.3,3,h,2400000.0,3.3,1.0,350.0,14887.0,25184
11242,Melbourne,4550.3,1,u,410000.0,3.3,1.0,0.0,14887.0,25184
11243,Melbourne,4550.3,1,u,260800.0,3.3,0.0,0.0,14887.0,25184
11244,Melbourne,4550.3,2,h,1200000.0,3.3,1.0,163.0,14887.0,25184
11245,Melbourne,4550.3,3,h,1540000.0,3.3,1.0,149.0,14887.0,25184
11246,Melbourne,4550.3,2,u,826000.0,3.3,1.0,0.0,14887.0,25184
11247,Melbourne,4550.3,2,u,910000.0,3.3,0.0,0.0,14887.0,25184
11248,Melbourne,4550.3,3,t,1715000.0,3.3,2.0,0.0,14887.0,25184
11249,Melbourne,4550.3,3,h,1700000.0,3.3,1.0,181.0,14887.0,25184
11250,Melbourne,4550.3,2,u,505000.0,3.3,1.0,0.0,14887.0,25184
11251,Melbourne,4550.3,1,u,330000.0,3.3,1.0,0.0,14887.0,25184
11252,Melbourne,4550.3,1,u,687000.0,3.3,2.0,0.0,14887.0,25184
11253,Melbourne,4550.3,3,u,720000.0,1.2,1.0,0.0,8400.0,25184
11254,Melbourne,4550.3,1,u,385500.0,1.2,1.0,1826.0,8400.0,27509
11255,Melbourne,4550.3,3,u,868000.0,1.2,1.0,0.0,8400.0,25184
11256,Melbourne,4550.3,2,u,590000.0,1.2,1.0,0.0,8400.0,25184
11257,Melbourne,4550.3,2,u,530000.0,1.2,1.0,0.0,8400.0,25184
11258,Melbourne,4550.3,2,u,650000.0,1.2,1.0,0.0,8400.0,25184
11259,Melbourne,4550.3,4,u,990000.0,1.2,1.0,0.0,8400.0,25184
11260,Melbourne,4550.3,2,u,623000.0,1.2,1.0,0.0,8400.0,25184
11261,Melbourne,4550.3,2,u,592500.0,1.2,1.0,0.0,8400.0,25184
11262,Melbourne,4550.3,2,u,600000.0,1.2,1.0,0.0,8400.0,25184
11263,Melbourne,4550.3,2,u,485000.0,1.2,1.0,2121.0,8400.0,25184
11264,Melbourne,4550.3,1,u,455000.0,1.2,0.0,760.0,8400.0,27509
11265,Melbourne,4550.3,2,u,569000.0,1.2,1.0,3878.0,8400.0,27509
11266,Melbourne,4550.3,3,h,1220000.0,1.2,1.0,0.0,8400.0,25184
11267,Melbourne,4550.3,4,u,1250000.0,1.2,1.0,0.0,8400.0,25184
11268,Melbourne,4550.3,2,u,430000.0,1.2,0.0,2295.0,8400.0,25184
11269,Melbourne,4550.3,1,u,480000.0,1.2,1.0,3878.0,8400.0,25184
11270,Melbourne,4550.3,1,u,425000.0,1.2,1.0,0.0,8400.0,25184
11271,Melbourne,4550.3,2,h,815000.0,1.2,0.0,0.0,8400.0,25184
11272,Melbourne,4550.3,3,u,740000.0,1.2,1.0,0.0,8400.0,25184
11273,Melbourne,4550.3,2,u,580000.0,1.2,1.0,0.0,8400.0,27509
11274,Melbourne,4550.3,3,h,700000.0,1.2,0.0,199.0,8400.0,25184
11275,Melbourne,4550.3,2,u,660000.0,1.2,1.0,0.0,8400.0,25184
11276,Melbourne,4550.3,2,u,622500.0,1.2,1.0,2955.0,8400.0,25184
11277,Melbourne,4550.3,2,u,690000.0,1.2,1.0,0.0,8400.0,25184
11278,Melbourne,4550.3,2,u,800000.0,1.2,2.0,0.0,8400.0,25184
11279,Melbourne,4550.3,2,u,540000.0,1.2,1.0,0.0,8400.0,25184
11280,Melbourne,4550.3,1,u,370000.0,1.2,1.0,546.0,8400.0,25184
11281,Melbourne,4550.3,3,u,720000.0,1.2,1.0,0.0,8400.0,25184
11282,Melbourne,4550.3,3,t,1010000.0,1.9,2.0,0.0,2230.0,25184
11283,Melbourne,4550.3,3,u,650000.0,1.9,1.0,0.0,2230.0,25184
11284,Melbourne,4550.3,3,h,1260000.0,1.9,2.0,506.0,2230.0,25184
11285,Melbourne,4550.3,1,u,460000.0,1.9,1.0,0.0,2230.0,25184
11286,Melbourne,4550.3,3,h,2370000.0,1.9,2.0,265.0,2230.0,25184
11287,Melbourne,4550.3,2,t,800000.0,1.9,2.0,54.0,2230.0,25184
11288,Melbourne,4550.3,1,u,550000.0,1.9,1.0,0.0,2230.0,25184
11289,Melbourne,4550.3,3,u,660000.0,1.9,1.0,0.0,2230.0,25184
11290,Melbourne,4550.3,2,t,1055000.0,1.9,1.0,0.0,2230.0,25184
11291,Melbourne,4550.3,3,u,995000.0,1.9,1.0,0.0,2230.0,27509
11292,Melbourne,4550.3,3,t,1130000.0,1.9,2.0,116.0,2230.0,25184
11293,Melbourne,4550.3,1,u,443000.0,1.9,1.0,547.0,2230.0,25184
11294,Melbourne,4550.3,3,t,1120000.0,1.9,1.0,801.0,2230.0,27509
11295,Melbourne,4550.3,1,u,482000.0,1.9,1.0,0.0,2230.0,25184
11296,Melbourne,4550.3,2,u,620000.0,1.9,1.0,0.0,2230.0,25184
11297,Melbourne,4550.3,4,h,2100000.0,1.9,0.0,440.0,2230.0,25184
11298,Melbourne,4550.3,3,u,601000.0,1.9,1.0,0.0,2230.0,25184
11299,Melbourne,4550.3,3,u,735000.0,1.8,2.0,3455.0,6786.0,25184
11300,Melbourne,4550.3,2,h,1460000.0,1.8,0.0,99.0,6786.0,27509
11301,Melbourne,4550.3,3,u,860000.0,1.8,1.0,0.0,6786.0,25184
11302,Melbourne,4550.3,3,h,1662000.0,1.8,0.0,118.0,6786.0,25184
11303,Melbourne,4550.3,3,h,1590000.0,1.8,2.0,100.0,6786.0,25184
11304,Melbourne,4550.3,2,u,610250.0,1.8,1.0,0.0,6786.0,25184
11305,Melbourne,4550.3,2,h,720000.0,1.8,1.0,117.0,6786.0,25184
11306,Melbourne,4550.3,2,h,840000.0,1.8,0.0,66.0,6786.0,25184
11307,Melbourne,4550.3,2,u,795000.0,1.8,1.0,0.0,6786.0,25184
11308,Melbourne,4550.3,2,u,705000.0,1.8,1.0,0.0,6786.0,25184
11309,Melbourne,4550.3,1,u,435000.0,1.8,1.0,0.0,6786.0,25184
11310,Melbourne,4550.3,4,h,1630100.0,1.8,0.0,132.0,6786.0,25184
11311,Melbourne,4550.3,2,u,480000.0,1.8,1.0,0.0,6786.0,25184
11312,Melbourne,4550.3,4,h,1600000.0,1.8,1.0,635.0,6786.0,25184
11313,Melbourne,4550.3,2,u,500000.0,1.8,1.0,0.0,6786.0,25184
11314,Melbourne,4550.3,3,h,920000.0,1.8,0.0,121.0,6786.0,25184
11315,Melbourne,4550.3,3,h,1600000.0,1.8,1.0,0.0,6786.0,25184
11316,Melbourne,4550.3,2,h,1010000.0,1.8,0.0,101.0,6786.0,27509
11317,Melbourne,4550.3,3,u,875000.0,1.8,1.0,0.0,6786.0,27509
11318,Melbourne,4550.3,2,h,1170000.0,1.8,1.0,144.0,6786.0,25184
11319,Melbourne,4550.3,4,h,1260000.0,1.8,2.0,151.0,6786.0,25184
11320,Melbourne,4550.3,2,u,600000.0,1.8,1.0,0.0,6786.0,25184
11321,Melbourne,4550.3,1,u,310000.0,1.8,1.0,0.0,6786.0,25184
11322,Melbourne,4550.3,3,h,1550000.0,1.8,1.0,0.0,6786.0,25184
11323,Melbourne,4550.3,4,h,2033000.0,1.8,2.0,123.0,6786.0,25184
11324,Melbourne,4550.3,3,u,1110000.0,1.8,1.0,0.0,6786.0,25184
11325,Melbourne,4550.3,4,h,2705000.0,1.8,2.0,0.0,6786.0,27509
11326,Melbourne,4550.3,4,h,1616000.0,1.8,0.0,152.0,6786.0,27509
11327,Melbourne,4550.3,2,u,585000.0,1.8,1.0,0.0,6786.0,25184
11328,Melbourne,4550.3,4,h,1162000.0,1.8,0.0,121.0,6786.0,25184
11329,Melbourne,4550.3,2,u,589000.0,1.8,1.0,0.0,6786.0,25184
11330,Melbourne,4550.3,4,h,2345000.0,1.8,1.0,284.0,6786.0,25184
11331,Melbourne,4550.3,2,h,1117000.0,1.8,0.0,128.0,6786.0,25184
11332,Melbourne,4550.3,2,u,600000.0,1.8,1.0,0.0,6786.0,25184
11333,Melbourne,4550.3,2,h,957000.0,1.8,1.0,122.0,6786.0,25184
11334,Melbourne,4550.3,2,h,4525000.0,1.5,1.0,220.0,3040.0,25184
11335,Melbourne,4550.3,3,h,3520000.0,1.5,3.0,364.0,3040.0,25184
11336,Melbourne,4550.3,2,u,740000.0,1.5,0.0,0.0,3040.0,25184
11337,Melbourne,4550.3,1,u,1015000.0,1.5,1.0,0.0,3040.0,25184
11338,Melbourne,4550.3,2,u,1400000.0,1.5,1.0,0.0,3040.0,25184
11339,Melbourne,4550.3,2,u,1935000.0,1.5,2.0,0.0,3040.0,25184
11340,Melbourne,4550.3,4,h,1475000.0,1.5,1.0,179.0,3040.0,25184
11341,Melbourne,4550.3,2,u,700000.0,1.5,1.0,0.0,3040.0,25184
11342,Melbourne,4550.3,1,u,565000.0,1.5,0.0,0.0,3040.0,25184
11343,Melbourne,4550.3,2,u,900000.0,1.5,1.0,0.0,3040.0,27509
11344,Melbourne,4550.3,1,u,630000.0,1.5,1.0,0.0,3040.0,27509
11345,Melbourne,4550.3,1,u,750000.0,1.5,0.0,0.0,3040.0,25184
11346,Melbourne,4550.3,2,u,872000.0,1.5,0.0,0.0,3040.0,25184
11347,Melbourne,4550.3,2,u,765000.0,1.5,1.0,0.0,3040.0,25184
11348,Melbourne,4550.3,1,u,360000.0,1.9,1.0,0.0,4707.0,25184
11349,Melbourne,4550.3,4,t,1370000.0,1.9,2.0,0.0,4707.0,25184
11350,Melbourne,4550.3,2,u,800000.0,1.9,2.0,0.0,4707.0,25184
11351,Melbourne,4550.3,4,h,3450000.0,3.2,1.0,515.0,3106.0,27509
11352,Melbourne,4550.3,2,h,1290000.0,3.2,0.0,119.0,3106.0,27509
11353,Melbourne,4550.3,3,h,1614500.0,3.2,0.0,167.0,3106.0,27509
11354,Melbourne,4550.3,4,h,1550000.0,3.2,0.0,202.0,3106.0,27509
11355,Melbourne,4550.3,1,u,595000.0,3.2,0.0,0.0,3106.0,27509
11356,Melbourne,4550.3,3,h,1300000.0,3.2,0.0,223.0,3106.0,27509
11357,Melbourne,4550.3,5,h,2450000.0,3.2,2.0,268.0,3106.0,27509
11358,Melbourne,4550.3,2,h,1100000.0,4.4,1.0,186.0,3593.0,27509
11359,Melbourne,4550.3,3,h,1250000.0,4.4,2.0,226.0,3593.0,27509
11360,Melbourne,4550.3,2,h,953000.0,4.4,0.0,274.0,3593.0,27509
11361,Melbourne,4550.3,2,u,603000.0,4.4,1.0,0.0,3593.0,27509
11362,Melbourne,4550.3,3,h,940000.0,4.4,1.0,320.0,3593.0,27509
11363,Melbourne,4550.3,5,h,1550000.0,4.4,1.0,432.0,3593.0,27509
11364,Melbourne,4550.3,2,u,500000.0,4.4,1.0,0.0,3593.0,27509
11365,Melbourne,4550.3,2,u,450000.0,4.4,1.0,0.0,3593.0,27509
11366,Melbourne,4550.3,2,u,390000.0,4.4,1.0,472.0,3593.0,27509
11367,Melbourne,4550.3,3,h,1205000.0,4.4,0.0,251.0,3593.0,27509
11368,Melbourne,4550.3,3,h,1085000.0,4.4,1.0,180.0,3593.0,27509
11369,Melbourne,4550.3,2,h,1060000.0,4.4,0.0,209.0,3593.0,27509
11370,Melbourne,4550.3,3,h,917000.0,4.4,0.0,143.0,3593.0,27509
11371,Melbourne,4550.3,1,u,432000.0,2.8,1.0,0.0,17496.0,27509
11372,Melbourne,4550.3,4,u,1850000.0,2.8,1.0,0.0,17496.0,27509
11373,Melbourne,4550.3,1,u,333000.0,2.8,0.0,0.0,17496.0,27509
11374,Melbourne,4550.3,2,u,452000.0,2.8,0.0,0.0,17496.0,27509
11375,Melbourne,4550.3,3,u,895000.0,2.8,3.0,0.0,17496.0,27509
11376,Melbourne,4550.3,1,u,275000.0,2.8,0.0,0.0,17496.0,27509
11377,Melbourne,4550.3,2,u,683000.0,2.8,1.0,1136.0,17496.0,27509
11378,Melbourne,4550.3,2,u,640000.0,2.8,1.0,0.0,17496.0,27509
11379,Melbourne,4550.3,3,u,1175000.0,2.8,2.0,0.0,17496.0,27509
11380,Melbourne,4550.3,3,u,835000.0,2.6,1.0,0.0,2309.0,27509
11381,Melbourne,4550.3,4,h,3970000.0,2.6,1.0,289.0,2309.0,27509
11382,Melbourne,4550.3,3,h,2790000.0,2.6,1.0,180.0,2309.0,27509
11383,Melbourne,4550.3,3,h,1400000.0,3.8,0.0,92.0,8648.0,27509
11384,Melbourne,4550.3,2,u,520000.0,3.8,1.0,2166.0,8648.0,27509
11385,Melbourne,4550.3,2,h,1332000.0,3.8,2.0,288.0,8648.0,27509
11386,Melbourne,4550.3,2,h,801000.0,3.8,1.0,0.0,8648.0,27509
11387,Melbourne,4550.3,3,h,2400000.0,3.8,2.0,368.0,8648.0,27509
11388,Melbourne,4550.3,2,u,575000.0,3.8,1.0,7159.0,8648.0,27509
11389,Melbourne,4550.3,2,u,950000.0,3.8,1.0,98.0,8648.0,27509
11390,Melbourne,4550.3,2,u,730000.0,3.8,1.0,0.0,8648.0,27509
11391,Melbourne,4550.3,2,u,1110000.0,3.8,1.0,0.0,8648.0,27509
11392,Melbourne,4550.3,2,u,2250000.0,3.8,2.0,0.0,8648.0,27509
11393,Melbourne,4550.3,4,h,2700000.0,3.8,2.0,317.0,8648.0,27509
11394,Melbourne,4550.3,4,h,1375000.0,3.8,1.0,190.0,8648.0,27509
11395,Melbourne,4550.3,2,u,600000.0,3.8,1.0,0.0,8648.0,27509
11396,Melbourne,4550.3,2,u,1030000.0,3.8,2.0,21715.0,8648.0,27509
11397,Melbourne,4550.3,3,u,1320000.0,3.3,2.0,15.0,14887.0,27509
11398,Melbourne,4550.3,1,u,537000.0,3.3,1.0,0.0,14887.0,27509
11399,Melbourne,4550.3,2,u,800000.0,3.3,2.0,0.0,14887.0,27509
11400,Melbourne,4550.3,1,u,410000.0,3.3,0.0,0.0,14887.0,27509
11401,Melbourne,4550.3,2,u,499000.0,3.3,1.0,0.0,14887.0,27509
11402,Melbourne,4550.3,2,h,1214000.0,3.3,0.0,161.0,14887.0,27509
11403,Melbourne,4550.3,2,u,485000.0,3.3,0.0,5467.0,14887.0,27509
11404,Melbourne,4550.3,3,u,920000.0,3.3,1.0,0.0,14887.0,27509
11405,Melbourne,4550.3,2,u,615000.0,3.3,1.0,0.0,14887.0,27509
11406,Melbourne,4550.3,2,u,642000.0,3.3,1.0,595.0,14887.0,27509
11407,Melbourne,4550.3,3,t,3475000.0,3.3,1.0,296.0,14887.0,27509
11408,Melbourne,4550.3,2,h,1710000.0,3.3,0.0,208.0,14887.0,27509
11409,Melbourne,4550.3,2,u,851000.0,3.3,1.0,284.0,14887.0,27509
11410,Melbourne,4550.3,3,t,2030000.0,3.3,2.0,201.0,14887.0,27509
11411,Melbourne,4550.3,2,h,1405000.0,3.3,0.0,219.0,14887.0,27509
11412,Melbourne,4550.3,2,u,850000.0,3.3,2.0,17200.0,14887.0,27509
11413,Melbourne,4550.3,2,u,792500.0,3.3,1.0,0.0,14887.0,27509
11414,Melbourne,4550.3,1,u,390500.0,3.3,0.0,775.0,14887.0,27509
11415,Melbourne,4550.3,3,u,2050000.0,3.3,2.0,3197.0,14887.0,27509
11416,Melbourne,4550.3,2,u,595000.0,3.3,2.0,0.0,14887.0,27509
11417,Melbourne,4550.3,3,u,1520000.0,1.8,2.0,214.0,6786.0,27509
11418,Melbourne,4550.3,2,t,960000.0,1.8,1.0,0.0,6786.0,27509
11419,Melbourne,4550.3,2,u,995000.0,1.8,1.0,0.0,6786.0,27509
11420,Melbourne,4550.3,1,u,490000.0,1.8,1.0,0.0,6786.0,27509
11421,Melbourne,4550.3,2,u,500000.0,1.8,1.0,4076.0,6786.0,27509
11422,Melbourne,4550.3,1,u,503000.0,1.5,1.0,0.0,3040.0,27509
11423,Melbourne,4550.3,2,u,810000.0,1.5,1.0,944.0,3040.0,27509
11424,Melbourne,4550.3,4,h,4275000.0,1.5,2.0,326.0,3040.0,27509
11425,Melbourne,4550.3,1,u,355000.0,4.2,1.0,2581.0,5263.0,27509
11426,Melbourne,4550.3,1,t,425000.0,4.2,1.0,0.0,5263.0,27509
11427,Melbourne,4550.3,2,u,535000.0,4.2,1.0,2592.0,5263.0,27509
11428,Melbourne,4550.3,2,u,500000.0,4.2,1.0,0.0,5263.0,27509
11429,Melbourne,4550.3,2,u,525000.0,4.2,1.0,0.0,5263.0,27509
11430,Melbourne,4550.3,2,h,1110000.0,4.2,0.0,155.0,5263.0,27509
11431,Melbourne,4550.3,3,t,917500.0,4.2,1.0,98.0,5263.0,27509
11432,Melbourne,4550.3,2,u,730000.0,4.2,1.0,2135.0,5263.0,27509
11433,Melbourne,4550.3,2,t,811000.0,4.2,0.0,113.0,5263.0,27509
11434,Melbourne,4550.3,3,h,1190000.0,4.2,1.0,180.0,5263.0,27509
11435,Melbourne,4550.3,2,h,903000.0,4.2,0.0,184.0,5263.0,27509
11436,Melbourne,4550.3,3,h,902500.0,4.2,1.0,0.0,5263.0,27509
11437,Melbourne,4550.3,4,h,1817000.0,4.2,1.0,309.0,5263.0,27509
11438,Melbourne,4550.3,2,u,528000.0,4.2,1.0,0.0,5263.0,27509
11439,Melbourne,4550.3,2,h,1000000.0,4.2,0.0,159.0,5263.0,27509
11440,Melbourne,4550.3,1,u,380000.0,4.2,1.0,2592.0,5263.0,27509
11441,Melbourne,4550.3,4,h,1817000.0,4.2,1.0,309.0,5263.0,27509
11442,Melbourne,4550.3,3,h,2161000.0,2.3,1.0,230.0,6821.0,27509
11443,Melbourne,4550.3,3,h,1485000.0,2.3,1.0,198.0,6821.0,27509
11444,Melbourne,4550.3,2,t,755000.0,2.3,1.0,1537.0,6821.0,27509
11445,Melbourne,4550.3,2,h,940000.0,2.3,0.0,89.0,6821.0,27509
11446,Melbourne,4550.3,2,u,505000.0,1.2,1.0,0.0,8400.0,27509
11447,Melbourne,4550.3,2,u,595000.0,1.2,1.0,0.0,8400.0,27509
11448,Melbourne,4550.3,2,u,580000.0,1.2,1.0,0.0,8400.0,27509
11449,Melbourne,4550.3,2,u,580000.0,1.2,1.0,0.0,8400.0,27509
11450,Melbourne,4550.3,3,h,1750000.0,1.9,1.0,160.0,2230.0,27509
11451,Melbourne,4550.3,2,t,1013000.0,1.9,1.0,0.0,2230.0,27509
11452,Melbourne,4550.3,3,t,1171000.0,1.9,1.0,650.0,2230.0,27509
11453,Melbourne,4550.3,2,h,1053000.0,1.9,0.0,147.0,2230.0,27509
11454,Melbourne,4550.3,1,u,295000.0,1.9,1.0,0.0,2230.0,27509
11455,Melbourne,4550.3,1,u,350000.0,1.6,1.0,0.0,6786.0,27509
11456,Melbourne,4550.3,2,u,620000.0,1.6,1.0,0.0,6786.0,27509
11457,Melbourne,4550.3,3,h,1760000.0,1.6,2.0,151.0,6786.0,27509
11458,Melbourne,4550.3,3,t,967000.0,3.4,2.0,0.0,5263.0,27509
11459,Melbourne,4550.3,2,h,850000.0,3.4,0.0,133.0,5263.0,27509
11460,Melbourne,4550.3,1,t,500000.0,3.4,0.0,142.0,5263.0,27509
11461,Melbourne,4550.3,2,u,535000.0,3.4,1.0,0.0,5263.0,27509
11462,Melbourne,4550.3,2,u,550000.0,1.8,0.0,4563.0,6821.0,27509
11463,Melbourne,4550.3,2,h,962000.0,1.8,0.0,91.0,6821.0,27509
11464,Melbourne,4550.3,2,t,936000.0,1.8,0.0,0.0,6821.0,27509
11465,Melbourne,4550.3,3,u,1631000.0,3.5,2.0,0.0,8648.0,27509
11466,Melbourne,4550.3,3,h,1665000.0,3.5,2.0,121.0,8648.0,27509
11467,Melbourne,4550.3,4,h,2450000.0,3.5,2.0,210.0,8648.0,27509
11468,Melbourne,4550.3,2,u,857000.0,2.7,2.0,0.0,14887.0,27509
11469,Melbourne,4550.3,2,h,1160000.0,2.7,0.0,140.0,14887.0,27509
11470,Melbourne,4550.3,3,u,1235000.0,2.7,1.0,0.0,14887.0,27509
11471,Melbourne,4550.3,2,h,1501000.0,3.5,0.0,152.0,3106.0,27509
11472,Melbourne,4550.3,4,h,1290000.0,3.4,0.0,202.0,3593.0,27509
11473,Melbourne,4550.3,4,h,2268000.0,3.4,2.0,616.0,3593.0,27509
11474,Melbourne,4550.3,3,t,855000.0,3.4,1.0,68.0,5263.0,27509
11475,Melbourne,4550.3,2,h,990000.0,3.4,0.0,165.0,5263.0,27509
11476,Melbourne,4550.3,2,h,970000.0,1.8,0.0,102.0,6821.0,27509
11477,Melbourne,4550.3,3,u,1770000.0,1.8,1.0,2431.0,2309.0,27509
11478,Melbourne,4550.3,3,u,1725000.0,3.5,2.0,0.0,8648.0,27509
11479,Melbourne,4550.3,3,h,1325000.0,3.5,2.0,133.0,8648.0,27509
11480,Melbourne,4550.3,2,u,625000.0,3.5,1.0,6830.0,8648.0,27509
11481,Melbourne,4550.3,2,u,665000.0,3.5,1.0,1472.0,8648.0,27509
11482,Melbourne,4550.3,2,u,800000.0,2.7,1.0,0.0,14887.0,27509
11483,Melbourne,4550.3,2,h,2210000.0,2.7,1.0,187.0,14887.0,27509
11484,Melbourne,4550.3,3,h,1400000.0,2.7,1.0,136.0,14887.0,27509
11485,Melbourne,4550.3,3,u,805000.0,2.7,1.0,0.0,14887.0,27509
11486,Melbourne,4550.3,3,u,2400000.0,2.7,1.0,0.0,14887.0,27509
11487,Melbourne,4550.3,2,u,535000.0,2.7,1.0,0.0,14887.0,27509
11488,Melbourne,4550.3,1,u,422000.0,0.7,1.0,63.0,8400.0,27509
11489,Melbourne,4550.3,2,u,590000.0,0.7,1.0,0.0,8400.0,27509
11490,Melbourne,4550.3,2,u,792000.0,3.1,1.0,0.0,2230.0,27509
11491,Melbourne,4550.3,3,h,1840000.0,3.5,1.0,311.0,3106.0,27509
11492,Melbourne,4550.3,3,h,1875000.0,1.3,0.0,118.0,3040.0,27509
