,Rooms,Type,Distance,Bedroom2,Car,Landsize,Propertycount
12596,3,h,35.2,3.0,2.0,703.0,17093.0
12597,3,h,13.4,3.0,1.0,335.0,5713.0
12598,4,h,13.4,4.0,1.0,592.0,5713.0
12599,3,h,13.4,3.0,2.0,785.0,5713.0
12600,2,h,13.4,2.0,1.0,188.0,2867.0
12601,4,h,13.4,4.0,2.0,594.0,4387.0
12602,3,h,13.4,3.0,1.0,822.0,4387.0
12603,3,h,13.4,3.0,2.0,579.0,4387.0
12604,6,h,10.9,6.0,3.0,786.0,4605.0
12605,3,h,8.6,3.0,2.0,649.0,3589.0
12606,2,h,8.6,2.0,2.0,567.0,3589.0
12607,3,h,10.5,3.0,2.0,697.0,10579.0
12608,3,t,10.5,3.0,3.0,289.0,10579.0
12609,4,h,10.3,4.0,2.0,792.0,6938.0
12610,4,h,10.3,4.0,2.0,725.0,6938.0
12611,4,h,10.3,4.0,2.0,644.0,6938.0
12612,3,h,10.3,3.0,2.0,684.0,6938.0
12613,3,h,5.2,3.0,1.0,269.0,11918.0
12614,3,h,5.2,3.0,1.0,406.0,11918.0
12615,2,h,5.2,2.0,0.0,191.0,11918.0
12616,2,u,5.2,2.0,1.0,0.0,11918.0
12617,3,h,5.2,3.0,0.0,186.0,11918.0
12618,2,h,5.2,2.0,0.0,190.0,11918.0
12619,3,h,4.0,3.0,0.0,190.0,5533.0
12620,4,h,5.2,4.0,2.0,645.0,7082.0
12621,3,h,5.2,3.0,2.0,613.0,7082.0
12622,3,h,12.1,3.0,2.0,534.0,10175.0
12623,4,h,12.1,4.0,2.0,662.0,10175.0
12624,3,h,12.1,3.0,2.0,513.0,10175.0
12625,8,h,12.1,8.0,2.0,585.0,10175.0
12626,3,h,10.4,3.0,1.0,756.0,5678.0
12627,3,h,10.4,3.0,0.0,801.0,5678.0
12628,4,h,14.7,4.0,2.0,202.0,4048.0
12629,3,u,14.7,3.0,2.0,204.0,4048.0
12630,3,h,14.8,3.0,1.0,445.0,2674.0
12631,2,u,7.7,2.0,1.0,2685.0,8920.0
12632,4,h,7.7,4.0,1.0,557.0,8920.0
12633,4,h,8.4,4.0,2.0,981.0,3265.0
12634,3,t,8.4,3.0,2.0,230.0,3265.0
12635,3,h,1.6,3.0,1.0,129.0,6786.0
12636,3,h,1.6,3.0,0.0,96.0,6786.0
12637,2,u,1.6,2.0,1.0,3481.0,6786.0
12638,3,h,1.6,3.0,1.0,157.0,6786.0
12639,3,h,3.5,3.0,0.0,202.0,3106.0
12640,4,h,3.5,4.0,1.0,163.0,3106.0
12641,5,h,3.5,5.0,1.0,884.0,3106.0
12642,3,h,3.5,3.0,1.0,309.0,3106.0
12643,2,t,10.1,2.0,1.0,292.0,7822.0
12644,3,u,10.1,3.0,2.0,305.0,7822.0
12645,5,h,14.8,5.0,4.0,688.0,7719.0
12646,3,u,31.2,3.0,1.0,179.0,1989.0
12647,3,h,34.9,3.0,2.0,412.0,8060.0
12648,3,h,7.8,3.0,2.0,426.0,6923.0
12649,4,h,8.7,4.0,2.0,627.0,5051.0
12650,2,h,8.7,2.0,3.0,294.0,5051.0
12651,4,h,27.0,4.0,2.0,536.0,2076.0
12652,3,h,17.9,3.0,1.0,366.0,9758.0
12653,3,h,17.9,3.0,2.0,533.0,9758.0
12654,4,h,17.9,4.0,4.0,712.0,9758.0
12655,3,h,17.9,3.0,2.0,537.0,9758.0
12656,3,h,17.9,3.0,2.0,552.0,9758.0
12657,4,h,17.9,4.0,3.0,724.0,9758.0
12658,3,u,16.7,3.0,1.0,318.0,5837.0
12659,3,h,16.7,3.0,1.0,770.0,5837.0
12660,4,h,3.6,4.0,1.0,358.0,2954.0
12661,3,h,3.6,3.0,2.0,346.0,2954.0
12662,3,h,6.7,3.0,2.0,490.0,11204.0
12663,4,h,6.7,4.0,2.0,441.0,11204.0
12664,2,h,6.7,2.0,1.0,476.0,11204.0
12665,3,h,2.0,3.0,2.0,197.0,4553.0
12666,2,h,2.0,2.0,0.0,151.0,4553.0
12667,2,h,2.0,2.0,1.0,124.0,4553.0
12668,5,h,20.6,5.0,2.0,646.0,15510.0
12669,4,h,20.6,4.0,2.0,479.0,15510.0
12670,3,h,20.6,3.0,2.0,263.0,15510.0
12671,3,h,20.6,3.0,2.0,652.0,15510.0
12672,4,h,20.6,4.0,3.0,392.0,15510.0
12673,3,h,23.0,3.0,2.0,973.0,11925.0
12674,3,h,23.0,3.0,2.0,815.0,11925.0
12675,4,h,23.0,4.0,2.0,907.0,11925.0
12676,3,h,23.0,3.0,2.0,575.0,1705.0
12677,3,h,14.0,3.0,2.0,584.0,2246.0
12678,3,h,14.0,3.0,1.0,595.0,2246.0
12679,3,h,24.7,3.0,4.0,597.0,10894.0
12680,4,h,24.7,4.0,2.0,586.0,8322.0
12681,3,h,37.5,3.0,3.0,699.0,2992.0
12682,4,h,14.8,4.0,2.0,709.0,6388.0
12683,3,h,14.8,3.0,2.0,693.0,6388.0
12684,3,h,14.8,3.0,2.0,586.0,6388.0
12685,6,h,22.2,6.0,2.0,570.0,3940.0
12686,3,h,22.2,3.0,2.0,542.0,3940.0
12687,3,h,22.2,3.0,1.0,526.0,3940.0
12688,5,h,22.2,5.0,2.0,619.0,3940.0
12689,6,h,12.4,6.0,2.0,653.0,9028.0
12690,3,h,14.3,3.0,2.0,348.0,10999.0
12691,3,h,14.3,3.0,2.0,696.0,10999.0
12692,4,h,14.3,4.0,2.0,652.0,10999.0
12693,3,h,16.1,3.0,2.0,649.0,4790.0
12694,4,h,16.1,4.0,2.0,965.0,4790.0
12695,2,u,1.3,2.0,1.0,1489.0,3040.0
12696,4,h,1.3,4.0,0.0,154.0,3040.0
12697,3,h,18.0,3.0,2.0,324.0,6990.0
12698,3,h,18.0,3.0,2.0,768.0,2346.0
12699,4,h,18.0,4.0,2.0,786.0,2346.0
12700,3,h,7.2,3.0,2.0,188.0,8989.0
12701,2,h,7.5,2.0,2.0,470.0,9264.0
12702,2,u,7.5,2.0,2.0,1523.0,9264.0
12703,2,u,7.5,2.0,1.0,0.0,9264.0
12704,3,u,7.5,3.0,1.0,223.0,9264.0
12705,2,u,7.5,2.0,1.0,132.0,9264.0
12706,3,h,7.5,3.0,2.0,793.0,588.0
12707,2,h,13.1,2.0,2.0,665.0,5070.0
12708,3,h,13.1,3.0,4.0,616.0,5070.0
12709,2,u,2.1,2.0,1.0,470.0,5825.0
12710,2,h,3.6,2.0,0.0,153.0,6244.0
12711,2,h,3.6,2.0,1.0,185.0,6244.0
12712,4,h,3.4,4.0,1.0,302.0,3593.0
12713,1,u,5.1,1.0,0.0,0.0,7570.0
12714,3,h,15.4,3.0,2.0,617.0,4385.0
12715,3,h,15.4,3.0,2.0,480.0,4385.0
12716,3,h,38.0,3.0,2.0,571.0,17055.0
12717,3,h,38.0,3.0,2.0,537.0,17055.0
12718,5,h,38.0,5.0,1.0,1424.0,17055.0
12719,3,h,38.0,3.0,3.0,4780.0,7566.0
12720,2,h,38.0,2.0,2.0,906.0,7566.0
12721,3,h,12.9,3.0,2.0,618.0,3285.0
12722,4,h,7.3,4.0,3.0,975.0,10412.0
12723,5,h,7.3,5.0,3.0,858.0,10412.0
12724,5,h,7.3,5.0,2.0,595.0,10412.0
12725,3,t,7.3,3.0,2.0,364.0,10412.0
12726,4,h,7.3,4.0,2.0,910.0,10412.0
12727,4,h,7.3,4.0,2.0,1110.0,10412.0
12728,3,h,7.3,3.0,2.0,371.0,10412.0
12729,4,h,16.7,4.0,2.0,944.0,15321.0
12730,5,h,16.7,5.0,2.0,728.0,15321.0
12731,3,u,16.7,3.0,1.0,296.0,15321.0
12732,5,h,16.7,5.0,2.0,705.0,15321.0
12733,3,t,16.7,3.0,1.0,189.0,15321.0
12734,3,h,11.2,3.0,0.0,708.0,8870.0
12735,4,h,11.2,4.0,2.0,1017.0,8870.0
12736,2,h,11.2,2.0,2.0,659.0,8870.0
12737,3,h,11.2,3.0,2.0,197.0,8870.0
12738,4,h,12.9,4.0,2.0,620.0,1071.0
12739,5,h,16.1,5.0,3.0,616.0,8524.0
12740,3,h,16.1,3.0,2.0,1020.0,8524.0
12741,3,h,16.1,3.0,2.0,1036.0,8524.0
12742,3,h,16.1,3.0,2.0,563.0,8524.0
12743,5,h,16.1,4.0,2.0,789.0,8524.0
12744,4,h,16.1,4.0,2.0,1070.0,8524.0
12745,3,h,20.4,3.0,2.0,775.0,4864.0
12746,4,h,20.4,4.0,2.0,680.0,4864.0
12747,4,h,20.4,4.0,2.0,494.0,4864.0
12748,4,h,20.4,4.0,3.0,990.0,4864.0
12749,4,h,13.8,4.0,3.0,633.0,5454.0
12750,3,h,13.8,3.0,2.0,400.0,5454.0
12751,4,h,13.8,4.0,2.0,743.0,5454.0
12752,2,t,13.8,2.0,1.0,348.0,5454.0
12753,2,u,13.8,2.0,0.0,0.0,5454.0
12754,2,u,13.8,2.0,1.0,128.0,5454.0
12755,3,u,13.8,3.0,2.0,254.0,2356.0
12756,3,t,5.3,3.0,2.0,159.0,11308.0
12757,5,h,5.3,5.0,2.0,330.0,11308.0
12758,3,h,5.3,3.0,0.0,234.0,11308.0
12759,2,h,5.3,2.0,2.0,314.0,11308.0
12760,4,h,5.3,4.0,3.0,451.0,11308.0
12761,3,h,5.3,3.0,1.0,362.0,11308.0
12762,2,h,5.3,0.0,0.0,241.0,11308.0
12763,2,h,5.3,2.0,1.0,264.0,11308.0
12764,3,h,5.3,3.0,1.0,0.0,11308.0
12765,4,h,6.2,4.0,2.0,305.0,6482.0
12766,2,h,6.2,2.0,1.0,198.0,6482.0
12767,3,h,6.2,3.0,1.0,382.0,6482.0
12768,2,h,6.2,2.0,2.0,259.0,6482.0
12769,3,h,6.2,3.0,2.0,522.0,6482.0
12770,4,u,8.9,4.0,2.0,419.0,2890.0
12771,3,t,8.9,3.0,2.0,137.0,2890.0
12772,4,h,8.9,4.0,2.0,706.0,2890.0
12773,3,h,8.8,3.0,1.0,650.0,2947.0
12774,2,h,8.8,2.0,3.0,671.0,2674.0
12775,4,h,16.0,4.0,2.0,604.0,4794.0
12776,4,h,16.0,4.0,1.0,590.0,4794.0
12777,3,h,18.0,3.0,2.0,666.0,5556.0
12778,3,h,18.0,3.0,1.0,320.0,5556.0
12779,3,h,18.4,3.0,1.0,532.0,13830.0
12780,4,h,7.8,4.0,2.0,778.0,5549.0
12781,3,h,7.8,3.0,2.0,585.0,5549.0
12782,3,t,7.8,3.0,1.0,103.0,5549.0
12783,3,h,7.8,3.0,2.0,880.0,1554.0
12784,3,h,14.0,3.0,1.0,627.0,851.0
12785,3,h,14.5,3.0,2.0,722.0,2339.0
12786,4,h,15.5,4.0,2.0,713.0,3656.0
12787,3,h,15.5,3.0,1.0,307.0,3656.0
12788,3,h,3.4,3.0,2.0,340.0,5263.0
12789,1,u,3.4,1.0,1.0,2592.0,5263.0
12790,2,h,3.4,2.0,0.0,107.0,5263.0
12791,2,u,3.4,2.0,2.0,0.0,5263.0
12792,3,h,5.4,3.0,4.0,482.0,10331.0
12793,6,h,5.4,6.0,2.0,802.0,10331.0
12794,2,u,5.4,2.0,1.0,847.0,10331.0
12795,2,u,5.4,2.0,2.0,964.0,10331.0
12796,3,h,5.4,3.0,3.0,784.0,10331.0
12797,3,h,25.2,3.0,2.0,552.0,8459.0
12798,3,h,6.4,3.0,3.0,461.0,1808.0
12799,3,h,16.3,3.0,4.0,670.0,8279.0
12800,2,h,16.3,2.0,2.0,766.0,8279.0
12801,3,h,16.3,3.0,1.0,364.0,8279.0
12802,2,h,16.3,2.0,2.0,416.0,8279.0
12803,3,t,6.4,3.0,2.0,209.0,3873.0
12804,4,h,5.9,4.0,1.0,502.0,4675.0
12805,3,h,8.4,3.0,2.0,161.0,8801.0
12806,3,h,8.4,3.0,2.0,541.0,8801.0
12807,3,h,8.4,3.0,2.0,706.0,8801.0
12808,4,h,8.4,4.0,2.0,545.0,8801.0
12809,4,h,8.4,4.0,2.0,552.0,8801.0
12810,3,t,4.3,3.0,2.0,198.0,4918.0
12811,2,h,4.3,2.0,1.0,575.0,4918.0
12812,3,h,17.4,3.0,1.0,565.0,4704.0
12813,4,h,31.7,4.0,2.0,590.0,3600.0
12814,3,h,29.8,3.0,2.0,599.0,4718.0
12815,3,h,29.8,3.0,2.0,585.0,4718.0
12816,3,h,29.8,3.0,2.0,615.0,4718.0
12817,3,h,3.0,3.0,0.0,183.0,2019.0
12818,4,h,17.9,4.0,2.0,628.0,10529.0
12819,2,h,17.9,2.0,1.0,389.0,10529.0
12820,4,h,17.9,4.0,2.0,643.0,10529.0
12821,2,h,17.9,2.0,1.0,257.0,10529.0
12822,2,h,17.2,2.0,1.0,370.0,6871.0
12823,3,h,17.2,3.0,0.0,830.0,6871.0
12824,3,h,17.2,3.0,0.0,781.0,6871.0
12825,5,h,10.2,5.0,4.0,642.0,2079.0
12826,3,h,16.2,3.0,2.0,848.0,3891.0
12827,1,u,6.2,1.0,1.0,114.0,6232.0
12828,1,u,6.2,1.0,1.0,0.0,6232.0
12829,3,h,6.2,3.0,1.0,449.0,6232.0
12830,3,h,14.3,3.0,4.0,867.0,2555.0
12831,4,h,26.5,4.0,2.0,1513.0,8280.0
12832,4,h,21.5,4.0,2.0,413.0,3650.0
12833,2,h,21.5,2.0,1.0,709.0,3650.0
12834,3,h,31.6,3.0,4.0,2385.0,3532.0
12835,3,h,14.2,3.0,4.0,807.0,13366.0
12836,4,h,14.2,4.0,4.0,691.0,13366.0
12837,3,h,14.2,3.0,2.0,1093.0,13366.0
12838,4,t,14.2,4.0,2.0,196.0,13366.0
12839,3,u,14.2,3.0,2.0,264.0,13366.0
12840,3,h,14.2,3.0,1.0,722.0,13366.0
12841,4,h,18.8,4.0,2.0,489.0,7113.0
12842,3,h,18.8,3.0,2.0,739.0,7113.0
12843,3,h,18.8,3.0,2.0,219.0,7113.0
12844,3,h,10.1,3.0,1.0,579.0,4442.0
12845,3,u,10.1,3.0,2.0,462.0,4442.0
12846,1,u,10.1,1.0,1.0,1382.0,4442.0
12847,4,h,10.1,4.0,2.0,718.0,4442.0
12848,3,h,34.1,3.0,2.0,810.0,9376.0
12849,3,h,6.2,3.0,1.0,343.0,5498.0
12850,3,h,6.2,3.0,1.0,396.0,5498.0
12851,3,h,6.2,3.0,2.0,492.0,5498.0
12852,4,h,10.4,4.0,2.0,650.0,2291.0
12853,3,h,22.7,3.0,2.0,550.0,11806.0
12854,3,h,22.7,3.0,1.0,595.0,11806.0
12855,2,u,1.8,2.0,1.0,1223.0,6821.0
12856,2,u,1.8,2.0,1.0,1223.0,6821.0
12857,5,h,21.1,5.0,4.0,4221.0,1058.0
12858,3,h,5.3,3.0,1.0,188.0,11364.0
12859,3,h,5.3,3.0,1.0,247.0,11364.0
12860,3,h,5.3,3.0,1.0,563.0,11364.0
12861,3,h,5.3,3.0,0.0,245.0,11364.0
12862,3,h,5.3,3.0,0.0,271.0,11364.0
12863,3,h,15.4,3.0,2.0,838.0,4973.0
12864,4,h,15.4,4.0,2.0,697.0,4973.0
12865,4,h,15.4,4.0,2.0,300.0,4973.0
12866,3,h,15.4,3.0,1.0,715.0,4973.0
12867,3,h,11.2,3.0,1.0,656.0,2651.0
12868,4,h,11.2,4.0,4.0,553.0,2651.0
12869,2,t,11.2,2.0,1.0,132.0,2651.0
12870,5,h,12.3,5.0,2.0,635.0,3224.0
12871,5,h,12.3,5.0,2.0,546.0,3224.0
12872,2,h,12.3,2.0,2.0,733.0,2547.0
12873,3,h,12.3,3.0,2.0,700.0,2547.0
12874,4,h,15.5,4.0,2.0,597.0,3692.0
12875,3,h,15.5,3.0,2.0,344.0,3692.0
12876,4,h,15.5,4.0,4.0,619.0,3692.0
12877,3,h,15.5,3.0,1.0,743.0,3692.0
12878,4,h,15.5,4.0,2.0,624.0,3692.0
12879,2,h,11.4,2.0,2.0,253.0,3578.0
12880,4,h,47.3,4.0,2.0,425.0,17384.0
12881,4,h,21.5,4.0,2.0,597.0,5087.0
12882,3,h,21.5,3.0,2.0,259.0,5087.0
12883,3,h,8.5,3.0,4.0,645.0,7485.0
12884,2,h,8.5,2.0,4.0,609.0,7485.0
12885,3,h,8.5,3.0,2.0,593.0,7485.0
12886,2,h,8.5,2.0,1.0,487.0,7485.0
12887,3,h,14.7,3.0,1.0,389.0,15542.0
12888,3,u,3.5,3.0,2.0,0.0,8648.0
12889,2,u,3.5,2.0,1.0,0.0,8648.0
12890,3,u,3.5,3.0,2.0,0.0,8648.0
12891,2,u,4.6,2.0,1.0,0.0,7717.0
12892,2,u,4.6,2.0,1.0,0.0,7717.0
12893,3,h,8.4,3.0,3.0,468.0,14577.0
12894,2,h,8.4,2.0,2.0,525.0,14577.0
12895,3,u,8.4,3.0,1.0,170.0,14577.0
12896,2,t,8.4,2.0,1.0,70.0,14577.0
12897,3,t,8.4,3.0,2.0,214.0,14577.0
12898,5,h,8.4,5.0,4.0,525.0,14577.0
12899,4,h,8.4,4.0,1.0,530.0,14577.0
12900,3,h,8.4,3.0,2.0,158.0,14577.0
12901,3,h,12.0,3.0,2.0,0.0,21650.0
12902,3,h,12.0,3.0,1.0,598.0,21650.0
12903,5,h,12.0,5.0,4.0,890.0,21650.0
12904,5,h,12.0,5.0,2.0,692.0,21650.0
12905,3,h,12.0,3.0,3.0,494.0,21650.0
12906,1,u,12.0,1.0,1.0,0.0,21650.0
12907,3,h,12.0,3.0,4.0,601.0,21650.0
12908,1,u,12.0,1.0,1.0,113.0,21650.0
12909,2,u,12.0,2.0,1.0,73.0,21650.0
12910,3,h,2.4,3.0,2.0,180.0,14949.0
12911,2,u,2.4,2.0,2.0,180.0,14949.0
12912,1,u,2.4,1.0,0.0,1082.0,14949.0
12913,3,h,2.4,3.0,0.0,200.0,14949.0
12914,2,u,2.4,2.0,0.0,316.0,14949.0
12915,3,h,2.4,3.0,2.0,187.0,14949.0
12916,4,h,47.4,4.0,4.0,1459.0,1475.0
12917,2,h,19.9,2.0,0.0,738.0,7785.0
12918,3,h,19.9,3.0,2.0,776.0,7785.0
12919,3,h,19.9,3.0,2.0,921.0,7785.0
12920,3,h,19.9,3.0,1.0,446.0,3619.0
12921,2,h,7.2,2.0,2.0,290.0,821.0
12922,4,h,23.5,4.0,0.0,725.0,11667.0
12923,3,h,20.6,3.0,1.0,408.0,5833.0
12924,3,h,20.6,3.0,1.0,221.0,5833.0
12925,4,h,34.7,4.0,2.0,448.0,1721.0
12926,4,h,15.2,4.0,2.0,463.0,4497.0
12927,5,h,15.2,5.0,2.0,640.0,4497.0
12928,3,h,22.2,3.0,0.0,730.0,2206.0
12929,3,h,22.2,3.0,2.0,752.0,2206.0
12930,6,h,35.4,6.0,2.0,662.0,8077.0
12931,2,h,5.1,2.0,0.0,132.0,2417.0
12932,3,h,5.1,3.0,1.0,297.0,2417.0
12933,4,h,34.6,4.0,3.0,38490.0,457.0
12934,3,h,1.9,3.0,0.0,282.0,5943.0
12935,3,h,1.9,3.0,0.0,112.0,5943.0
12936,3,h,1.9,3.0,1.0,118.0,5943.0
12937,2,u,2.7,2.0,1.0,1890.0,14887.0
12938,2,u,2.7,2.0,1.0,708.0,14887.0
12939,2,u,2.7,2.0,0.0,200.0,14887.0
12940,3,h,2.7,3.0,2.0,220.0,14887.0
12941,3,h,2.7,3.0,1.0,119.0,14887.0
12942,3,h,2.7,3.0,2.0,273.0,14887.0
12943,3,h,6.2,3.0,2.0,343.0,1223.0
12944,3,h,20.8,3.0,1.0,606.0,7412.0
12945,3,h,14.0,3.0,3.0,565.0,14042.0
12946,2,u,5.0,2.0,1.0,0.0,13240.0
12947,4,h,5.0,4.0,2.0,268.0,13240.0
12948,2,u,5.0,2.0,1.0,0.0,13240.0
12949,3,h,8.2,3.0,2.0,216.0,3284.0
12950,3,h,8.2,3.0,1.0,534.0,3284.0
12951,3,h,8.2,3.0,2.0,698.0,3284.0
12952,3,h,31.7,3.0,4.0,587.0,14092.0
12953,3,h,31.7,3.0,2.0,1011.0,14092.0
12954,3,h,10.5,3.0,1.0,247.0,3755.0
12955,3,h,10.5,3.0,2.0,529.0,4217.0
12956,4,h,10.5,4.0,2.0,696.0,6763.0
12957,3,u,10.5,3.0,1.0,322.0,6763.0
12958,4,h,10.2,4.0,0.0,936.0,5457.0
12959,4,h,10.2,4.0,3.0,1075.0,5457.0
12960,3,h,10.2,3.0,2.0,421.0,5457.0
12961,4,h,10.2,4.0,3.0,1103.0,5457.0
12962,5,h,10.2,5.0,2.0,735.0,5457.0
12963,3,h,10.2,3.0,2.0,444.0,5457.0
12964,4,h,15.5,4.0,2.0,684.0,5336.0
12965,4,h,15.5,4.0,2.0,883.0,6202.0
12966,4,h,15.5,4.0,3.0,682.0,6202.0
12967,4,h,15.5,4.0,2.0,864.0,6202.0
12968,3,h,12.4,3.0,2.0,656.0,5420.0
12969,4,h,12.4,4.0,3.0,725.0,5420.0
12970,4,h,12.4,4.0,2.0,521.0,5420.0
12971,4,h,12.4,4.0,2.0,625.0,5420.0
12972,3,h,15.3,3.0,2.0,536.0,7955.0
12973,3,u,15.3,3.0,1.0,340.0,7955.0
12974,3,h,15.3,3.0,2.0,555.0,7955.0
12975,3,h,15.3,3.0,2.0,651.0,7955.0
12976,3,h,7.0,3.0,2.0,695.0,8870.0
12977,2,h,7.0,2.0,2.0,508.0,8870.0
12978,3,h,7.0,3.0,2.0,367.0,8870.0
12979,2,h,7.0,2.0,2.0,443.0,8870.0
12980,3,h,7.0,3.0,2.0,438.0,8870.0
12981,2,u,4.1,2.0,1.0,0.0,7217.0
12982,3,u,4.1,3.0,1.0,0.0,7217.0
12983,3,u,4.1,3.0,1.0,3.0,7217.0
12984,2,t,4.3,2.0,2.0,326.0,1052.0
12985,5,h,18.4,5.0,2.0,480.0,5811.0
12986,4,h,17.2,4.0,4.0,624.0,4181.0
12987,5,h,17.2,5.0,3.0,842.0,4280.0
12988,4,h,17.2,4.0,2.0,1250.0,4280.0
12989,4,h,17.2,4.0,2.0,882.0,4280.0
12990,4,h,17.2,4.0,2.0,407.0,4280.0
12991,3,h,8.9,3.0,0.0,658.0,2698.0
12992,3,h,8.9,3.0,0.0,703.0,2698.0
12993,3,h,44.2,3.0,1.0,754.0,3988.0
12994,4,h,14.7,4.0,1.0,722.0,5424.0
12995,3,h,14.7,3.0,4.0,733.0,7082.0
12996,6,h,14.7,6.0,2.0,453.0,7082.0
12997,4,h,14.5,4.0,3.0,777.0,1442.0
12998,2,h,6.4,2.0,1.0,369.0,5058.0
12999,3,h,3.1,3.0,0.0,121.0,2230.0
13000,5,h,16.7,5.0,0.0,843.0,7392.0
13001,4,h,16.7,4.0,2.0,733.0,7392.0
13002,4,h,16.7,4.0,2.0,935.0,7392.0
13003,3,t,6.8,3.0,2.0,238.0,6380.0
13004,2,h,4.6,2.0,1.0,136.0,4380.0
13005,3,h,4.6,3.0,2.0,754.0,4380.0
13006,4,h,27.2,4.0,2.0,701.0,5262.0
13007,3,h,12.7,3.0,2.0,629.0,1369.0
13008,3,h,6.3,3.0,0.0,269.0,6543.0
13009,2,u,3.0,2.0,1.0,0.0,4019.0
13010,3,h,3.0,3.0,1.0,270.0,4019.0
13011,5,h,7.5,5.0,2.0,557.0,1543.0
13012,2,h,10.4,2.0,3.0,374.0,3464.0
13013,3,t,10.4,3.0,1.0,300.0,3464.0
13014,3,h,3.0,3.0,1.0,149.0,3280.0
13015,3,h,3.0,3.0,1.0,186.0,3280.0
13016,3,u,10.5,3.0,2.0,247.0,2185.0
13017,2,h,11.0,2.0,1.0,743.0,5301.0
13018,3,h,11.0,3.0,4.0,575.0,5301.0
13019,3,h,12.8,3.0,2.0,405.0,1281.0
13020,2,u,6.3,2.0,0.0,1097.0,4836.0
13021,2,u,6.3,2.0,1.0,903.0,4836.0
13022,3,h,6.3,3.0,2.0,348.0,4836.0
13023,3,h,4.3,3.0,1.0,257.0,6567.0
13024,3,h,4.3,3.0,0.0,217.0,6567.0
13025,3,h,4.3,3.0,2.0,566.0,6567.0
13026,3,h,4.3,3.0,2.0,254.0,6567.0
13027,4,h,10.2,4.0,1.0,676.0,3052.0
13028,3,h,10.2,3.0,2.0,697.0,3052.0
13029,3,h,10.2,3.0,2.0,721.0,3052.0
13030,5,h,10.2,5.0,4.0,731.0,2894.0
13031,4,h,21.5,4.0,2.0,599.0,2824.0
13032,4,h,9.5,4.0,2.0,573.0,4502.0
13033,2,u,7.9,2.0,1.0,0.0,5682.0
13034,2,u,7.9,2.0,1.0,136.0,5682.0
13035,2,u,7.9,2.0,1.0,1129.0,5682.0
13036,2,u,7.9,2.0,1.0,0.0,5682.0
13037,3,h,9.7,3.0,2.0,975.0,7809.0
13038,3,t,9.7,3.0,1.0,260.0,7809.0
13039,4,h,9.7,4.0,2.0,526.0,7809.0
13040,5,h,9.7,5.0,1.0,629.0,7809.0
13041,3,h,9.7,3.0,1.0,697.0,7809.0
13042,2,u,9.7,2.0,1.0,134.0,7809.0
13043,5,h,9.7,5.0,2.0,780.0,7809.0
13044,2,h,9.7,2.0,2.0,773.0,7809.0
13045,4,h,9.7,4.0,2.0,469.0,7809.0
13046,5,h,9.7,5.0,2.0,970.0,7809.0
13047,4,h,23.2,4.0,4.0,765.0,5030.0
13048,4,h,17.3,4.0,2.0,704.0,5366.0
13049,5,h,17.3,5.0,3.0,935.0,5366.0
13050,2,h,8.8,2.0,1.0,271.0,790.0
13051,3,h,8.8,3.0,2.0,680.0,790.0
13052,2,u,11.4,2.0,1.0,0.0,6795.0
13053,4,h,11.4,4.0,2.0,603.0,6795.0
13054,3,h,11.4,3.0,2.0,383.0,6795.0
13055,4,h,11.4,4.0,2.0,766.0,6795.0
13056,4,h,11.4,4.0,2.0,557.0,6795.0
13057,4,t,13.8,4.0,2.0,262.0,10969.0
13058,3,h,13.8,3.0,1.0,260.0,10969.0
13059,4,h,13.8,4.0,5.0,612.0,10969.0
13060,3,h,13.8,3.0,2.0,614.0,10969.0
13061,4,h,13.8,4.0,2.0,592.0,10969.0
13062,3,t,13.8,3.0,2.0,225.0,10969.0
13063,4,h,35.2,4.0,2.0,792.0,17093.0
13064,5,h,35.2,5.0,2.0,1289.0,17093.0
13065,4,h,35.2,4.0,2.0,796.0,17093.0
13066,3,u,17.3,3.0,2.0,328.0,2866.0
13067,2,u,17.3,2.0,1.0,159.0,2866.0
13068,4,h,13.4,4.0,2.0,769.0,4387.0
13069,3,h,16.1,3.0,2.0,392.0,1390.0
13070,5,h,10.5,5.0,3.0,582.0,10579.0
13071,5,h,10.5,5.0,8.0,610.0,10579.0
13072,3,t,10.5,3.0,4.0,0.0,10579.0
13073,2,t,10.5,2.0,2.0,88.0,10579.0
13074,3,h,10.5,3.0,1.0,343.0,10579.0
13075,4,h,10.5,4.0,3.0,803.0,10579.0
13076,3,h,10.5,3.0,2.0,480.0,10579.0
13077,4,h,10.5,4.0,2.0,373.0,10579.0
13078,3,u,10.5,3.0,2.0,0.0,10579.0
13079,3,h,10.3,3.0,2.0,424.0,6938.0
13080,3,h,10.3,3.0,2.0,467.0,6938.0
13081,4,h,10.3,4.0,2.0,592.0,6938.0
13082,4,h,10.3,4.0,2.0,606.0,6938.0
13083,2,h,10.3,2.0,1.0,542.0,6938.0
13084,3,h,14.0,3.0,1.0,546.0,4294.0
13085,3,h,14.0,3.0,1.0,630.0,4294.0
13086,3,t,6.4,3.0,2.0,244.0,962.0
13087,2,h,5.2,2.0,1.0,245.0,11918.0
13088,3,h,5.2,3.0,1.0,349.0,11918.0
13089,3,h,5.2,3.0,0.0,200.0,11918.0
13090,3,h,5.2,3.0,1.0,439.0,11918.0
13091,2,u,5.2,2.0,0.0,0.0,11918.0
13092,5,h,5.2,5.0,4.0,957.0,11918.0
