,Rooms,Type,Price,Year,Distance,Bedroom2,Car,Landsize,CouncilArea,Propertycount
4930,4,h,1125000.0,2017,14.3,4.0,2.0,284.0,Manningham,10999.0
4931,3,h,1875000.0,2017,1.3,3.0,0.0,118.0,Melbourne,3040.0
4932,2,t,1350000.0,2017,1.3,2.0,1.0,87.0,Melbourne,3040.0
4933,3,h,1460000.0,2017,7.2,3.0,0.0,377.0,Glen Eira,4898.0
4934,2,u,550000.0,2017,7.2,2.0,1.0,1172.0,Glen Eira,4898.0
4935,4,h,1065000.0,2017,18.0,4.0,2.0,816.0,Banyule,6990.0
4936,4,h,977500.0,2017,18.0,4.0,3.0,1004.0,Banyule,6990.0
4937,2,u,810000.0,2017,7.2,2.0,1.0,0.0,Port Phillip,8989.0
4938,2,u,543000.0,2017,7.2,2.0,1.0,0.0,Port Phillip,8989.0
4939,4,h,660000.0,2017,19.6,4.0,3.0,558.0,Whittlesea,10926.0
4940,3,h,568000.0,2017,19.6,3.0,2.0,420.0,Whittlesea,10926.0
4941,4,h,680000.0,2017,19.6,4.0,2.0,656.0,Whittlesea,10926.0
4942,2,u,580000.0,2017,7.5,2.0,1.0,921.0,Moonee Valley,9264.0
4943,4,t,970000.0,2017,7.5,4.0,2.0,0.0,Moonee Valley,9264.0
4944,2,h,1195000.0,2017,7.5,2.0,1.0,337.0,Moonee Valley,9264.0
4945,4,h,1155000.0,2017,7.5,4.0,3.0,616.0,Moonee Valley,9264.0
4946,3,t,800000.0,2017,8.2,3.0,1.0,161.0,Moonee Valley,1308.0
4947,5,h,1018000.0,2017,13.1,5.0,2.0,737.0,Hume,5070.0
4948,5,h,1100000.0,2017,24.8,5.0,2.0,836.0,Knox,10788.0
4949,3,h,1394000.0,2017,2.1,3.0,1.0,60.0,Yarra,5825.0
4950,1,u,240000.0,2017,5.1,1.0,1.0,1015.0,Maribyrnong,7570.0
4951,1,u,310000.0,2017,5.1,1.0,0.0,0.0,Maribyrnong,7570.0
4952,3,h,540000.0,2017,45.9,3.0,2.0,665.0,Macedon Ranges,3376.0
4953,5,h,691000.0,2017,12.9,5.0,3.0,551.0,Hume,3285.0
4954,3,h,3056000.0,2017,16.7,4.0,2.0,1590.0,Monash,15321.0
4955,5,h,2650000.0,2017,16.7,6.0,2.0,662.0,Monash,15321.0
4956,3,t,655000.0,2017,16.7,3.0,2.0,0.0,Monash,15321.0
4957,3,h,1550000.0,2017,16.7,3.0,2.0,648.0,Monash,15321.0
4958,3,h,780000.0,2017,11.2,3.0,2.0,697.0,Merri-bek,8870.0
4959,4,h,780000.0,2017,11.2,4.0,3.0,697.0,Merri-bek,8870.0
4960,4,h,945000.0,2017,12.9,4.0,4.0,474.0,Merri-bek,1071.0
4961,4,h,645000.0,2017,20.4,3.0,2.0,538.0,Hume,4864.0
4962,3,h,601000.0,2017,32.3,3.0,4.0,604.0,Casey,3728.0
4963,3,u,970000.0,2017,13.8,3.0,2.0,0.0,Bayside,5454.0
4964,4,h,7650000.0,2017,5.3,4.0,4.0,1690.0,Boroondara,11308.0
4965,1,u,375000.0,2017,5.3,1.0,1.0,0.0,Boroondara,11308.0
4966,2,u,1080000.0,2017,5.3,2.0,2.0,6996.0,Boroondara,11308.0
4967,5,h,2855000.0,2017,6.2,5.0,2.0,572.0,Boroondara,6482.0
4968,4,h,3255000.0,2017,6.2,4.0,3.0,1116.0,Boroondara,6482.0
4969,4,t,828000.0,2017,8.9,4.0,2.0,264.0,Banyule,2890.0
4970,4,h,1230000.0,2017,8.9,4.0,2.0,630.0,Banyule,2890.0
4971,3,h,590000.0,2017,8.8,3.0,2.0,290.0,Banyule,2947.0
4972,4,h,1145000.0,2017,12.3,4.0,2.0,603.0,Monash,768.0
4973,3,h,550000.0,2017,15.5,3.0,4.0,802.0,Brimbank,3656.0
4974,2,u,730000.0,2017,3.4,2.0,1.0,2135.0,Melbourne,5263.0
4975,1,u,392000.0,2017,3.4,1.0,1.0,0.0,Melbourne,5263.0
4976,2,h,1150000.0,2017,3.4,2.0,0.0,147.0,Melbourne,5263.0
4977,4,h,1415000.0,2017,3.4,4.0,0.0,199.0,Melbourne,5263.0
4978,5,h,3175000.0,2017,5.4,5.0,2.0,769.0,Boroondara,10331.0
4979,3,h,638000.0,2017,16.3,3.0,2.0,679.0,Whittlesea,8279.0
4980,4,h,2520000.0,2017,8.4,4.0,4.0,960.0,Stonnington,8801.0
4981,1,u,301000.0,2017,4.3,1.0,1.0,887.0,Maribyrnong,4918.0
4982,2,u,740000.0,2017,0.0,2.0,1.0,0.0,Melbourne,17496.0
4983,4,h,420000.0,2017,31.7,4.0,2.0,642.0,Melton,3600.0
4984,3,t,1051000.0,2017,20.0,3.0,2.0,435.0,Kingston,6162.0
4985,2,u,660000.0,2017,20.0,2.0,1.0,101.0,Kingston,6162.0
4986,4,h,865000.0,2017,17.9,4.0,2.0,612.0,Whittlesea,10529.0
4987,4,h,1302000.0,2017,17.2,4.0,1.0,842.0,Whitehorse,6871.0
4988,3,t,800000.0,2017,17.2,3.0,2.0,343.0,Whitehorse,6871.0
4989,3,h,1850000.0,2017,6.2,3.0,2.0,596.0,Moonee Valley,6232.0
4990,1,u,222000.0,2017,6.2,1.0,0.0,0.0,Moonee Valley,6232.0
4991,3,h,581000.0,2017,26.5,3.0,2.0,484.0,Yarra Ranges,8280.0
4992,4,h,1150000.0,2017,21.5,4.0,2.0,603.0,Kingston,3650.0
4993,4,h,1352000.0,2017,14.2,4.0,2.0,708.0,Monash,13366.0
4994,4,h,1728000.0,2017,14.2,4.0,2.0,720.0,Monash,13366.0
4995,4,h,902000.0,2017,18.8,4.0,4.0,726.0,Monash,7113.0
4996,3,h,1561000.0,2017,10.1,3.0,2.0,627.0,Glen Eira,4442.0
4997,3,h,1300000.0,2017,10.4,3.0,4.0,646.0,Moonee Valley,2291.0
4998,3,u,840000.0,2017,16.7,3.0,1.0,390.0,Monash,902.0
4999,5,h,1060000.0,2017,15.4,5.0,2.0,766.0,Manningham,4973.0
5000,3,h,840000.0,2017,11.2,3.0,1.0,722.0,Merri-bek,2651.0
5001,4,h,1071888.0,2017,11.2,4.0,4.0,553.0,Merri-bek,2651.0
5002,2,t,790000.0,2017,11.2,2.0,1.0,208.0,Merri-bek,2651.0
5003,3,t,820000.0,2017,12.3,3.0,1.0,200.0,Monash,2547.0
5004,3,h,1218500.0,2017,15.5,3.0,2.0,673.0,Kingston,3692.0
5005,2,h,695000.0,2017,11.4,2.0,1.0,126.0,Glen Eira,3578.0
5006,3,h,940000.0,2017,21.5,3.0,2.0,454.0,Kingston,5087.0
5007,4,h,1300000.0,2017,21.5,4.0,2.0,597.0,Kingston,5087.0
5008,3,h,1199000.0,2017,8.5,3.0,4.0,689.0,Merri-bek,7485.0
5009,3,t,1388000.0,2017,3.5,3.0,2.0,104.0,Melbourne,8648.0
5010,1,u,440000.0,2017,4.6,1.0,1.0,0.0,Stonnington,7717.0
5011,4,h,2300000.0,2017,4.6,4.0,2.0,291.0,Stonnington,7717.0
5012,4,h,840000.0,2017,8.4,4.0,1.0,313.0,Darebin,14577.0
5013,3,u,510000.0,2017,12.0,3.0,1.0,178.0,Darebin,21650.0
5014,3,h,780000.0,2017,12.0,3.0,2.0,893.0,Darebin,21650.0
5015,3,t,1255000.0,2017,2.4,3.0,1.0,124.0,Yarra,14949.0
5016,2,h,1275000.0,2017,2.4,2.0,1.0,110.0,Yarra,14949.0
5017,3,h,1120000.0,2017,2.4,3.0,2.0,134.0,Yarra,14949.0
5018,3,h,1190000.0,2017,2.4,3.0,1.0,105.0,Yarra,14949.0
5019,3,h,1425000.0,2017,2.4,3.0,3.0,81.0,Yarra,14949.0
5020,4,h,1175000.0,2017,21.3,4.0,1.0,842.0,Maroondah,4407.0
5021,3,h,755000.0,2017,19.9,3.0,2.0,306.0,Manningham,3619.0
5022,4,h,1005800.0,2017,23.5,4.0,2.0,502.0,Knox,11667.0
5023,4,h,555698.0,2017,34.7,4.0,1.0,534.0,Frankston,2756.0
5024,3,u,1250000.0,2017,1.9,3.0,3.0,0.0,Port Phillip,5943.0
5025,1,h,407500.0,2017,1.9,1.0,1.0,0.0,Port Phillip,5943.0
5026,2,u,642500.0,2017,0.7,2.0,1.0,8888.0,Melbourne,8400.0
5027,3,t,460000.0,2017,14.0,3.0,1.0,160.0,Brimbank,14042.0
5028,3,h,610000.0,2017,14.0,3.0,1.0,582.0,Brimbank,14042.0
5029,3,u,500000.0,2017,14.0,3.0,1.0,388.0,Brimbank,14042.0
5030,2,u,615000.0,2017,5.0,2.0,1.0,1123.0,Port Phillip,13240.0
5031,3,h,455000.0,2017,31.7,3.0,6.0,639.0,Hume,14092.0
5032,3,h,810000.0,2017,10.5,3.0,2.0,459.0,Brimbank,3755.0
5033,3,h,805000.0,2017,10.5,3.0,2.0,631.0,Brimbank,3755.0
5034,2,u,807000.0,2017,10.2,2.0,1.0,1501.0,Boroondara,5457.0
5035,3,h,471000.0,2017,18.0,3.0,1.0,338.0,Brimbank,3640.0
5036,3,h,558000.0,2017,18.0,3.0,2.0,431.0,Melton,4242.0
5037,5,h,780000.0,2017,15.5,5.0,2.0,663.0,Brimbank,5336.0
5038,3,h,1240000.0,2017,12.4,3.0,1.0,673.0,Manningham,5420.0
5039,2,t,756000.0,2017,7.0,2.0,1.0,0.0,Darebin,8870.0
5040,4,h,1050000.0,2017,17.2,4.0,2.0,651.0,Whitehorse,4280.0
5041,3,h,940000.0,2017,8.9,3.0,2.0,541.0,Banyule,2698.0
5042,3,h,830000.0,2017,14.7,3.0,2.0,1025.0,Wyndham,16166.0
5043,3,h,855000.0,2017,3.0,3.0,1.0,92.0,Yarra,4019.0
5044,2,u,685000.0,2017,3.0,2.0,0.0,324.0,Port Phillip,3280.0
5045,1,h,330000.0,2017,5.7,1.0,1.0,60.0,Darebin,2211.0
5046,3,h,1010000.0,2017,4.3,3.0,1.0,150.0,Moonee Valley,6567.0
5047,3,h,990000.0,2017,4.3,3.0,0.0,196.0,Moonee Valley,6567.0
5048,4,h,773000.0,2017,9.5,4.0,2.0,344.0,Moonee Valley,4502.0
5049,5,h,3200000.0,2017,9.7,5.0,2.0,836.0,Boroondara,7809.0
5050,4,h,675000.0,2017,39.8,4.0,2.0,1031.0,Cardinia,973.0
5051,4,h,1815000.0,2017,13.8,4.0,2.0,933.0,Glen Eira,10969.0
5052,3,h,1225000.0,2017,13.8,3.0,2.0,580.0,Glen Eira,10969.0
5053,3,h,690000.0,2017,35.2,3.0,2.0,703.0,Casey,17093.0
5054,3,h,880000.0,2017,13.4,3.0,1.0,335.0,Whitehorse,5713.0
5055,3,h,1264000.0,2017,13.4,3.0,2.0,579.0,Whitehorse,4387.0
5056,2,h,570000.0,2017,8.6,2.0,2.0,567.0,Maribyrnong,3589.0
5057,3,h,2655000.0,2017,10.5,3.0,2.0,697.0,Bayside,10579.0
5058,4,h,2525000.0,2017,10.3,4.0,2.0,725.0,Bayside,6938.0
5059,3,h,1300000.0,2017,10.3,3.0,2.0,684.0,Bayside,6938.0
5060,3,h,1275000.0,2017,5.2,3.0,1.0,406.0,Merri-bek,11918.0
5061,3,h,1204000.0,2017,5.2,3.0,0.0,186.0,Merri-bek,11918.0
5062,4,h,1268000.0,2017,5.2,4.0,2.0,645.0,Merri-bek,7082.0
5063,3,h,1445000.0,2017,5.2,3.0,2.0,613.0,Merri-bek,7082.0
5064,3,h,1000000.0,2017,1.6,3.0,0.0,96.0,Melbourne,6786.0
5065,5,h,1150000.0,2017,14.8,5.0,4.0,688.0,Melton,7719.0
5066,4,h,1700000.0,2017,8.7,4.0,2.0,627.0,Glen Eira,5051.0
5067,4,h,732000.0,2017,27.0,4.0,2.0,536.0,Kingston,2076.0
5068,3,h,800000.0,2017,17.9,3.0,1.0,366.0,Bayside,9758.0
5069,3,h,877000.0,2017,17.9,3.0,2.0,533.0,Bayside,9758.0
5070,3,h,900000.0,2017,17.9,3.0,2.0,537.0,Bayside,9758.0
5071,3,u,780000.0,2017,16.7,3.0,1.0,318.0,Monash,5837.0
5072,4,h,1020000.0,2017,6.7,4.0,2.0,441.0,Darebin,11204.0
5073,2,h,996000.0,2017,6.7,2.0,1.0,476.0,Darebin,11204.0
5074,2,h,1095000.0,2017,2.0,2.0,0.0,151.0,Yarra,4553.0
5075,4,h,492000.0,2017,20.6,4.0,2.0,479.0,Hume,15510.0
5076,3,h,425000.0,2017,20.6,3.0,2.0,263.0,Hume,15510.0
5077,4,h,860000.0,2017,23.0,4.0,2.0,907.0,Maroondah,11925.0
5078,3,h,801000.0,2017,22.2,3.0,1.0,526.0,Kingston,3940.0
5079,5,h,955000.0,2017,22.2,5.0,2.0,619.0,Kingston,3940.0
5080,3,h,967500.0,2017,18.0,3.0,2.0,768.0,Banyule,2346.0
5081,4,h,890000.0,2017,18.0,4.0,2.0,786.0,Banyule,2346.0
5082,3,h,1800000.0,2017,7.2,3.0,2.0,188.0,Port Phillip,8989.0
5083,2,u,410000.0,2017,7.5,2.0,1.0,0.0,Moonee Valley,9264.0
5084,3,u,930000.0,2017,7.5,3.0,1.0,223.0,Moonee Valley,9264.0
5085,3,h,650000.0,2017,13.1,3.0,4.0,616.0,Hume,5070.0
5086,2,u,700000.0,2017,2.1,2.0,1.0,470.0,Yarra,5825.0
5087,3,h,570000.0,2017,38.0,3.0,2.0,537.0,Frankston,17055.0
5088,3,h,512000.0,2017,11.2,3.0,2.0,197.0,Merri-bek,8870.0
5089,3,h,895000.0,2017,16.1,3.0,2.0,1036.0,Banyule,8524.0
5090,5,h,880000.0,2017,16.1,4.0,2.0,789.0,Banyule,8524.0
5091,4,h,925000.0,2017,16.1,4.0,2.0,1070.0,Banyule,8524.0
5092,4,h,715000.0,2017,20.4,4.0,2.0,680.0,Hume,4864.0
5093,4,h,840500.0,2017,20.4,4.0,2.0,494.0,Hume,4864.0
5094,2,t,1285000.0,2017,13.8,2.0,1.0,348.0,Bayside,5454.0
5095,2,u,685000.0,2017,13.8,2.0,0.0,0.0,Bayside,5454.0
5096,3,u,957000.0,2017,13.8,3.0,2.0,254.0,Bayside,2356.0
5097,3,h,2370000.0,2017,5.3,3.0,1.0,362.0,Boroondara,11308.0
5098,2,h,1682000.0,2017,5.3,2.0,1.0,264.0,Boroondara,11308.0
5099,3,h,660000.0,2017,18.0,3.0,2.0,666.0,Brimbank,5556.0
5100,3,t,975000.0,2017,7.8,3.0,1.0,103.0,Banyule,5549.0
5101,4,h,670000.0,2017,15.5,4.0,2.0,713.0,Brimbank,3656.0
5102,3,h,560000.0,2017,16.3,3.0,1.0,364.0,Whittlesea,8279.0
5103,2,h,511500.0,2017,16.3,2.0,2.0,416.0,Whittlesea,8279.0
5104,4,h,3600000.0,2017,8.4,4.0,2.0,552.0,Stonnington,8801.0
5105,3,t,815000.0,2017,4.3,3.0,2.0,198.0,Maribyrnong,4918.0
5106,3,h,467000.0,2017,17.4,3.0,1.0,565.0,Hume,4704.0
5107,4,h,405000.0,2017,31.7,4.0,2.0,590.0,Melton,3600.0
5108,2,h,428000.0,2017,17.9,2.0,1.0,389.0,Whittlesea,10529.0
5109,4,h,722500.0,2017,17.9,4.0,2.0,643.0,Whittlesea,10529.0
5110,2,h,421000.0,2017,17.9,2.0,1.0,257.0,Whittlesea,10529.0
5111,1,u,286000.0,2017,6.2,1.0,1.0,114.0,Moonee Valley,6232.0
5112,4,h,920000.0,2017,21.5,4.0,2.0,413.0,Kingston,3650.0
5113,3,h,620000.0,2017,31.6,3.0,4.0,2385.0,Yarra Ranges,3532.0
5114,3,h,1200000.0,2017,14.2,3.0,4.0,807.0,Monash,13366.0
5115,3,h,865000.0,2017,18.8,3.0,2.0,739.0,Monash,7113.0
5116,4,h,1920000.0,2017,10.1,4.0,2.0,718.0,Glen Eira,4442.0
5117,3,h,1230000.0,2017,6.2,3.0,1.0,396.0,Hobsons Bay,5498.0
5118,3,h,1220000.0,2017,6.2,3.0,2.0,492.0,Hobsons Bay,5498.0
5119,3,h,660000.0,2017,22.7,3.0,2.0,550.0,Greater Dandenong,11806.0
5120,2,u,570000.0,2017,1.8,2.0,1.0,1223.0,Melbourne,6821.0
5121,5,h,1550000.0,2017,21.1,5.0,4.0,4221.0,Nillumbik,1058.0
5122,4,h,1075000.0,2017,15.4,4.0,2.0,697.0,Manningham,4973.0
5123,4,h,1071888.0,2017,11.2,4.0,4.0,553.0,Merri-bek,2651.0
5124,2,t,560000.0,2017,11.2,2.0,1.0,132.0,Merri-bek,2651.0
5125,5,h,1750000.0,2017,12.3,5.0,2.0,546.0,Monash,3224.0
5126,3,h,1210000.0,2017,12.3,3.0,2.0,700.0,Monash,2547.0
5127,4,h,1300000.0,2017,21.5,4.0,2.0,597.0,Kingston,5087.0
5128,2,h,740000.0,2017,8.5,2.0,1.0,487.0,Merri-bek,7485.0
5129,3,u,800000.0,2017,3.5,3.0,2.0,0.0,Melbourne,8648.0
5130,2,u,1020000.0,2017,4.6,2.0,1.0,0.0,Stonnington,7717.0
5131,2,u,660000.0,2017,4.6,2.0,1.0,0.0,Stonnington,7717.0
5132,3,h,1242000.0,2017,8.4,3.0,3.0,468.0,Darebin,14577.0
5133,5,h,1350000.0,2017,8.4,5.0,4.0,525.0,Darebin,14577.0
5134,3,h,1020000.0,2017,8.4,3.0,2.0,158.0,Darebin,14577.0
5135,5,h,912000.0,2017,12.0,5.0,4.0,890.0,Darebin,21650.0
5136,3,h,685000.0,2017,12.0,3.0,3.0,494.0,Darebin,21650.0
5137,1,u,270000.0,2017,12.0,1.0,1.0,0.0,Darebin,21650.0
5138,2,u,890500.0,2017,2.4,2.0,2.0,180.0,Yarra,14949.0
5139,4,h,817000.0,2017,47.4,4.0,4.0,1459.0,Macedon Ranges,1475.0
5140,3,h,750000.0,2017,19.9,3.0,1.0,446.0,Manningham,3619.0
5141,4,h,860000.0,2017,23.5,4.0,0.0,725.0,Knox,11667.0
5142,4,h,645000.0,2017,34.7,4.0,2.0,448.0,Frankston,1721.0
5143,4,h,1770000.0,2017,15.2,4.0,2.0,463.0,Bayside,4497.0
5144,3,h,1085000.0,2017,5.1,3.0,1.0,297.0,Maribyrnong,2417.0
5145,4,h,780000.0,2017,10.5,4.0,2.0,696.0,Brimbank,6763.0
5146,5,h,2000000.0,2017,10.2,5.0,2.0,735.0,Boroondara,5457.0
5147,4,h,1450000.0,2017,15.5,4.0,2.0,883.0,Manningham,6202.0
5148,4,h,1860000.0,2017,15.5,4.0,3.0,682.0,Manningham,6202.0
5149,3,h,651000.0,2017,15.3,3.0,2.0,555.0,Whittlesea,7955.0
5150,3,h,1250000.0,2017,7.0,3.0,2.0,695.0,Darebin,8870.0
5151,4,h,1235000.0,2017,17.2,4.0,4.0,624.0,Maroondah,4181.0
5152,4,h,1290000.0,2017,17.2,4.0,2.0,407.0,Whitehorse,4280.0
5153,6,h,1180000.0,2017,14.7,6.0,2.0,453.0,Knox,7082.0
5154,2,h,957500.0,2017,4.6,2.0,1.0,136.0,Port Phillip,4380.0
5155,3,h,2080000.0,2017,4.6,3.0,2.0,754.0,Port Phillip,4380.0
5156,3,h,852000.0,2017,12.7,3.0,2.0,629.0,Banyule,1369.0
5157,2,u,505000.0,2017,3.0,2.0,1.0,0.0,Yarra,4019.0
5158,3,h,1402500.0,2017,3.0,3.0,1.0,270.0,Yarra,4019.0
5159,5,h,2905000.0,2017,7.5,5.0,2.0,557.0,Moonee Valley,1543.0
5160,2,h,650000.0,2017,10.4,2.0,3.0,374.0,Moonee Valley,3464.0
5161,3,t,856000.0,2017,10.4,3.0,1.0,300.0,Moonee Valley,3464.0
5162,3,h,1505000.0,2017,3.0,3.0,1.0,149.0,Port Phillip,3280.0
5163,3,u,600000.0,2017,10.5,3.0,2.0,247.0,Brimbank,2185.0
5164,3,h,1005000.0,2017,11.0,3.0,4.0,575.0,Hobsons Bay,5301.0
5165,2,u,410000.0,2017,6.3,2.0,0.0,1097.0,Stonnington,4836.0
5166,3,h,1530000.0,2017,4.3,3.0,1.0,257.0,Moonee Valley,6567.0
5167,3,h,1082000.0,2017,4.3,3.0,2.0,254.0,Moonee Valley,6567.0
5168,2,u,725000.0,2017,7.9,2.0,1.0,136.0,Boroondara,5682.0
5169,2,u,602000.0,2017,7.9,2.0,1.0,1129.0,Boroondara,5682.0
5170,2,u,830000.0,2017,7.9,2.0,1.0,0.0,Boroondara,5682.0
5171,3,h,1300000.0,2017,9.7,3.0,2.0,975.0,Boroondara,7809.0
5172,5,h,1940000.0,2017,9.7,5.0,1.0,629.0,Boroondara,7809.0
5173,3,h,1590000.0,2017,9.7,3.0,1.0,697.0,Boroondara,7809.0
5174,4,h,705000.0,2017,23.2,4.0,4.0,765.0,Knox,5030.0
5175,4,h,2200000.0,2017,17.3,4.0,2.0,704.0,Bayside,5366.0
5176,2,u,420000.0,2017,11.4,2.0,1.0,0.0,Glen Eira,6795.0
5177,4,h,1479000.0,2017,11.4,4.0,2.0,603.0,Glen Eira,6795.0
5178,4,h,1655000.0,2017,13.8,4.0,5.0,612.0,Glen Eira,10969.0
5179,3,h,1430000.0,2017,13.8,3.0,2.0,614.0,Glen Eira,10969.0
5180,4,h,667000.0,2017,35.2,4.0,2.0,792.0,Casey,17093.0
5181,3,u,1080000.0,2017,17.3,3.0,2.0,328.0,Bayside,2866.0
5182,3,h,1750800.0,2017,10.3,3.0,2.0,424.0,Bayside,6938.0
5183,4,h,1605000.0,2017,10.3,4.0,2.0,606.0,Bayside,6938.0
5184,2,h,1035000.0,2017,10.3,2.0,1.0,542.0,Bayside,6938.0
5185,3,h,505000.0,2017,14.0,3.0,1.0,546.0,Hume,4294.0
5186,3,t,663000.0,2017,6.4,3.0,2.0,244.0,Brimbank,962.0
5187,2,h,860000.0,2017,5.2,2.0,1.0,245.0,Merri-bek,11918.0
5188,5,h,2545000.0,2017,5.2,5.0,4.0,957.0,Merri-bek,11918.0
5189,3,h,1405000.0,2017,5.2,3.0,2.0,401.0,Merri-bek,11918.0
5190,2,u,460000.0,2017,5.2,2.0,1.0,69.0,Merri-bek,11918.0
5191,4,h,1210000.0,2017,4.0,4.0,2.0,425.0,Merri-bek,5533.0
5192,2,u,460000.0,2017,5.2,2.0,1.0,54.0,Merri-bek,7082.0
5193,5,h,1075000.0,2017,5.2,5.0,1.0,441.0,Merri-bek,7082.0
5194,4,h,880000.0,2017,12.1,4.0,2.0,520.0,Banyule,10175.0
5195,3,h,1837500.0,2017,2.4,3.0,1.0,93.0,Yarra,438.0
5196,3,h,593000.0,2017,14.8,4.0,2.0,480.0,Melton,1686.0
5197,7,h,1642000.0,2017,10.4,7.0,2.0,765.0,Monash,5678.0
5198,3,t,780000.0,2017,14.7,3.0,2.0,306.0,Whitehorse,4048.0
5199,3,h,1290000.0,2017,7.7,3.0,2.0,321.0,Boroondara,8920.0
5200,3,h,1930000.0,2017,8.4,3.0,1.0,359.0,Boroondara,3265.0
5201,4,h,2408000.0,2017,8.4,4.0,2.0,654.0,Boroondara,3265.0
5202,4,h,4750000.0,2017,8.4,4.0,2.0,967.0,Boroondara,3265.0
5203,3,u,1042000.0,2017,10.1,3.0,2.0,0.0,Glen Eira,7822.0
5204,3,h,1450000.0,2017,10.1,3.0,2.0,621.0,Glen Eira,7822.0
5205,4,h,525000.0,2017,34.9,4.0,2.0,550.0,Frankston,8060.0
5206,2,h,1417500.0,2017,7.8,2.0,2.0,307.0,Glen Eira,6923.0
5207,2,h,510000.0,2017,11.7,2.0,2.0,897.0,Monash,3582.0
5208,2,u,601000.0,2017,17.9,2.0,1.0,1078.0,Bayside,9758.0
5209,3,h,1145000.0,2017,17.9,3.0,2.0,584.0,Bayside,9758.0
5210,4,h,911982.0,2017,27.1,4.0,3.0,734.0,Yarra Ranges,3789.0
5211,4,h,1040000.0,2017,16.7,4.0,2.0,735.0,Monash,5837.0
5212,3,h,1460000.0,2017,3.6,3.0,0.0,192.0,Yarra,2954.0
5213,3,h,865000.0,2017,6.7,3.0,2.0,677.0,Darebin,3445.0
5214,2,h,1135000.0,2017,2.0,2.0,0.0,144.0,Yarra,4553.0
5215,2,h,900000.0,2017,2.0,2.0,0.0,139.0,Yarra,4553.0
5216,3,h,499000.0,2017,20.6,3.0,0.0,598.0,Hume,15510.0
5217,6,h,506000.0,2017,20.6,6.0,2.0,655.0,Hume,15510.0
5218,3,h,430000.0,2017,20.6,3.0,1.0,280.0,Hume,15510.0
5219,3,t,420000.0,2017,20.6,3.0,2.0,219.0,Hume,15510.0
5220,2,u,570000.0,2017,2.4,2.0,1.0,0.0,Yarra,1123.0
5221,3,h,637000.0,2017,23.0,3.0,2.0,455.0,Maroondah,11925.0
5222,4,h,905000.0,2017,23.0,4.0,2.0,731.0,Maroondah,1705.0
5223,4,h,835000.0,2017,23.0,4.0,2.0,1717.0,Maroondah,2985.0
5224,4,h,610000.0,2017,14.7,4.0,2.0,528.0,Brimbank,2276.0
5225,4,h,1255000.0,2017,22.2,4.0,3.0,624.0,Kingston,3940.0
5226,3,u,871000.0,2017,14.3,3.0,2.0,195.0,Manningham,10999.0
5227,3,h,1451000.0,2017,14.3,3.0,2.0,695.0,Manningham,10999.0
5228,3,h,1385000.0,2017,14.3,3.0,3.0,654.0,Manningham,10999.0
5229,3,h,1360000.0,2017,14.3,3.0,2.0,402.0,Manningham,10999.0
5230,6,h,1850000.0,2017,27.0,6.0,4.0,840.0,Kingston,2546.0
5231,2,u,612500.0,2017,27.0,2.0,2.0,421.0,Kingston,2546.0
5232,6,h,855000.0,2017,18.0,6.0,3.0,804.0,Banyule,6990.0
5233,3,h,855000.0,2017,18.0,3.0,1.0,654.0,Banyule,6990.0
5234,4,h,895000.0,2017,18.0,4.0,2.0,792.0,Banyule,2346.0
5235,2,u,902000.0,2017,7.2,2.0,0.0,702.0,Port Phillip,8989.0
5236,2,h,1410000.0,2017,7.2,2.0,1.0,249.0,Port Phillip,8989.0
5237,3,t,1360000.0,2017,7.2,3.0,2.0,797.0,Port Phillip,8989.0
5238,3,h,500000.0,2017,19.6,3.0,2.0,553.0,Whittlesea,10926.0
5239,3,h,573000.0,2017,19.6,3.0,2.0,637.0,Whittlesea,10926.0
5240,3,h,465000.0,2017,19.6,3.0,1.0,606.0,Whittlesea,10926.0
5241,4,h,545000.0,2017,19.6,4.0,2.0,635.0,Whittlesea,10926.0
5242,2,h,1980000.0,2017,7.5,2.0,6.0,856.0,Moonee Valley,9264.0
5243,3,t,830000.0,2017,7.5,3.0,1.0,176.0,Moonee Valley,9264.0
5244,3,h,886000.0,2017,7.5,3.0,1.0,173.0,Moonee Valley,9264.0
5245,2,u,445000.0,2017,8.2,2.0,1.0,92.0,Moonee Valley,1308.0
5246,3,h,1050000.0,2017,7.5,3.0,1.0,846.0,Moonee Valley,588.0
5247,4,h,800000.0,2017,13.1,4.0,4.0,625.0,Hume,5070.0
5248,2,h,786000.0,2017,13.1,2.0,4.0,687.0,Hume,5070.0
5249,2,u,617000.0,2017,24.8,2.0,1.0,306.0,Knox,10788.0
5250,2,h,990000.0,2017,3.4,2.0,1.0,180.0,Melbourne,3593.0
5251,2,t,455000.0,2017,5.1,2.0,1.0,43.0,Maribyrnong,7570.0
5252,2,h,680000.0,2017,15.4,2.0,1.0,189.0,Whitehorse,4385.0
5253,3,h,755000.0,2017,12.9,3.0,1.0,935.0,Hume,3285.0
5254,2,u,762000.0,2017,7.3,2.0,1.0,730.0,Boroondara,10412.0
5255,3,t,1501000.0,2017,7.3,3.0,2.0,313.0,Boroondara,10412.0
5256,4,h,1100000.0,2017,16.7,4.0,2.0,726.0,Monash,15321.0
5257,3,u,1135000.0,2017,16.7,3.0,2.0,328.0,Monash,15321.0
5258,3,h,865000.0,2017,11.2,3.0,1.0,746.0,Merri-bek,8870.0
